Journal Data Filtered By: Selected Categories: DE Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator:Custom,

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold,5 Year JIF,JIF Without Self Cites,Immediacy Index,Eigenfactor,Normalized Eigenfactor,Article Influence Score,Average JIF Percentile,Total Articles,Citing Half-Life,Cited Half-Life,% of Articles in Citable items,Citable Items
Plant Genome,N/A,1940-3372,"PLANT SCIENCES - SCIE","2,353",4.089,"Q1",1.17,100.00%,4.972,3.960,0.328,0.00354,0.74178,1.224,72.456,62,8.1,5.0,96.88%,64,
Journal of Essential Oil Bearing Plants,0972-060X,0976-5026,"PLANT SCIENCES - SCIE","2,346",1.699,"Q3",0.40,0.00%,1.382,1.350,0.403,0.00153,0.32099,0.170,41.915,134,9.6,5.6,100.00%,134,
Journal of Plant Ecology,1752-9921,1752-993X,"PLANT SCIENCES - SCIE","2,280",1.774,"Q3",0.79,3.21%,2.547,1.653,0.378,0.00270,0.56760,0.612,39.380,90,10.6,6.1,100.00%,90,
SEED SCIENCE RESEARCH,0960-2585,1475-2735,"PLANT SCIENCES - SCIE","2,229",2.250,"Q2",0.51,8.42%,2.500,2.067,0.429,0.00094,0.19863,0.548,54.681,33,12.5,15.1,94.29%,35,
Crop Journal,2095-5421,2214-5141,"PLANT SCIENCES - SCIE","2,168",4.407,"Q1",1.32,100.00%,5.687,4.214,1.432,0.00384,0.80548,1.182,86.855,91,8.3,3.9,95.79%,95,
Journal of Systematics and Evolution,1674-4918,1759-6831,"PLANT SCIENCES - SCIE","2,128",4.098,"Q1",1.26,6.33%,4.735,2.892,1.059,0.00313,0.65581,1.221,82.766,128,11.4,4.8,94.81%,135,
Journal of Plant Interactions,1742-9145,1742-9153,"PLANT SCIENCES - SCIE","2,104",4.208,"Q1",1.03,100.00%,4.344,4.128,0.244,0.00183,0.38389,0.720,85.319,39,9.4,5.8,95.12%,41,
NOVA HEDWIGIA,0029-5035,2363-7188,"PLANT SCIENCES - SCIE","2,090",1.135,"Q3",0.38,0.58%,1.049,1.040,0.213,0.00107,0.22516,0.300,25.745,46,14.2,15.0,97.87%,47,
Botany,1916-2790,1916-2804,"PLANT SCIENCES - SCIE","2,036",1.323,"Q3",0.40,1.53%,1.568,1.248,0.492,0.00159,0.33431,0.368,30.426,63,12.7,7.5,100.00%,63,
Acta Botanica Brasilica,0102-3306,1677-941X,"PLANT SCIENCES - SCIE","2,023",1.268,"Q3",0.39,100.00%,1.552,1.208,0.375,0.00137,0.28794,0.369,27.872,53,12.3,10.2,94.64%,56,
Brazilian Journal of Botany,0100-8404,1806-9959,"PLANT SCIENCES - SCIE","1,972",1.296,"Q3",0.37,1.56%,1.394,1.257,0.356,0.00125,0.26385,0.268,29.574,102,10.1,11.3,98.08%,104,
ACTA AMAZONICA,0044-5967,1809-4392,"PLANT SCIENCES - SCIE","1,935",1.126,"Q4",0.38,100.00%,1.413,1.074,0.314,0.00077,0.16306,0.322,24.922,50,10.1,12.6,98.04%,51,
PHYTOPARASITICA,0334-2123,1876-7184,"PLANT SCIENCES - SCIE","1,935",1.439,"Q3",0.50,1.32%,1.569,1.341,0.337,0.00110,0.23229,0.318,40.539,94,11.0,10.0,98.95%,95,
Advances in Botanical Research,0065-2296,2162-5948,"PLANT SCIENCES - SCIE","1,930",2.175,"Q2",n/a,0.00%,2.780,2.163,0.622,0.00139,0.29147,0.676,53.830,0,10.2,9.7,0.00%,37,
PHYTOPATHOLOGIA MEDITERRANEA,0031-9465,N/A,"PLANT SCIENCES - SCIE","1,800",2.020,"Q2",0.59,100.00%,2.080,1.690,0.191,0.00086,0.18223,0.375,54.697,44,9.5,9.2,93.62%,47,
KEW BULLETIN,0075-5974,1874-933X,"PLANT SCIENCES - SCIE","1,765",0.984,"Q4",0.30,37.70%,0.822,0.886,0.267,0.00072,0.15095,0.249,21.064,58,20.8,22.3,96.67%,60,
NORDIC JOURNAL OF BOTANY,0107-055X,1756-1051,"PLANT SCIENCES - SCIE","1,695",0.802,"Q4",0.25,1.45%,0.857,0.757,0.224,0.00131,0.27585,0.235,13.404,98,13.8,10.3,100.00%,98,
Notulae Botanicae Horti Agrobotanici Cluj-Napoca,0255-965X,1842-4309,"PLANT SCIENCES - SCIE","1,665",1.444,"Q3",0.43,81.72%,1.363,1.361,0.147,0.00110,0.23120,0.202,33.404,172,9.3,6.7,97.18%,177,
SEED SCIENCE AND TECHNOLOGY,0251-0952,1819-5717,"PLANT SCIENCES - SCIE","1,659",0.905,"Q4",0.33,90.40%,0.996,0.774,1.293,0.00046,0.09721,0.175,22.796,40,11.4,15.0,97.56%,41,
JOURNAL OF PLANT BIOLOGY,1226-9239,1867-0725,"PLANT SCIENCES - SCIE","1,645",2.434,"Q2",0.57,0.70%,2.455,2.277,0.322,0.00123,0.25933,0.468,59.787,47,9.6,7.7,79.66%,59,
BRYOLOGIST,0007-2745,1938-4378,"PLANT SCIENCES - SCIE","1,623",1.269,"Q3",0.48,0.00%,1.614,0.987,0.421,0.00076,0.15931,0.445,28.298,37,12.3,17.6,97.37%,38,
Plant Pathology Journal,1598-2254,2093-9280,"PLANT SCIENCES - SCIE","1,584",1.795,"Q3",0.59,100.00%,2.314,1.735,0.460,0.00145,0.30566,0.440,53.689,58,10.2,6.2,92.06%,63,
TURKISH JOURNAL OF BOTANY,1300-008X,1303-6106,"PLANT SCIENCES - SCIE","1,511",1.489,"Q3",0.43,0.51%,1.372,1.312,0.611,0.00103,0.21670,0.273,35.957,49,11.6,7.4,90.74%,54,
Planta Daninha,0100-8358,1806-9681,"PLANT SCIENCES - SCIE","1,457",0.705,"Q4",0.17,100.00%,0.938,0.607,0.141,0.00095,0.20057,0.164,10.851,90,11.4,7.8,97.83%,92,
Rice Science,1672-6308,1876-4762,"PLANT SCIENCES - SCIE","1,453",3.333,"Q2",1.14,100.00%,4.226,3.148,0.929,0.00145,0.30519,0.745,77.423,34,9.3,5.1,80.95%,42,
Indian Journal of Traditional Knowledge,0972-5938,0975-1068,"PLANT SCIENCES - SCIE","1,431",0.757,"Q4",0.24,100.00%,0.746,0.714,0.167,0.00057,0.12086,0.111,12.553,122,10.2,9.4,96.83%,126,
JOURNAL OF GENERAL PLANT PATHOLOGY,1345-2630,1610-739X,"PLANT SCIENCES - SCIE","1,415",1.449,"Q3",0.41,2.49%,1.416,1.169,0.337,0.00080,0.16942,0.275,33.830,81,11.8,8.7,97.59%,83,
LICHENOLOGIST,0024-2829,1096-1135,"PLANT SCIENCES - SCIE","1,355",1.514,"Q3",0.51,6.60%,1.244,1.297,0.406,0.00067,0.14037,0.311,24.439,32,12.6,13.3,100.00%,32,
Botanical Studies,N/A,1999-3110,"PLANT SCIENCES - SCIE","1,346",2.787,"Q2",0.67,100.00%,2.871,2.721,0.519,0.00113,0.23738,0.567,65.745,26,12.2,6.4,96.30%,27,
GRANA,0017-3134,1651-2049,"PLANT SCIENCES - SCIE","1,337",1.359,"Q3",0.43,5.17%,1.447,1.047,0.173,0.00037,0.07811,0.257,31.277,51,15.3,19.1,98.08%,52,
NEW ZEALAND JOURNAL OF BOTANY,0028-825X,1175-8643,"PLANT SCIENCES - SCIE","1,327",1.173,"Q3",0.40,0.00%,1.483,0.788,0.500,0.00049,0.10376,0.336,26.596,35,12.8,22.1,83.33%,42,
Applications in Plant Sciences,2168-0450,2168-0450,"PLANT SCIENCES - SCIE","1,292",1.936,"Q2",0.50,100.00%,1.929,1.662,1.338,0.00217,0.45550,0.499,50.426,62,6.8,4.6,91.18%,68,
FOLIA GEOBOTANICA,1211-9520,1874-9348,"PLANT SCIENCES - SCIE","1,249",1.544,"Q3",0.49,11.69%,1.795,1.456,0.150,0.00062,0.13093,0.402,38.085,20,12.0,13.9,100.00%,20,
Plant Biotechnology,1342-4580,N/A,"PLANT SCIENCES - SCIE","1,207",1.133,"Q3",0.28,0.00%,1.042,1.033,0.303,0.00049,0.10427,0.226,14.704,59,11.6,10.1,89.39%,66,
PRESLIA,0032-7786,0032-7786,"PLANT SCIENCES - SCIE","1,199",4.167,"Q1",1.50,0.00%,3.895,3.067,0.375,0.00057,0.12038,0.734,83.617,16,13.8,9.1,100.00%,16,
Records of Natural Products,1307-6167,N/A,"PLANT SCIENCES - SCIE","1,175",1.735,"Q3",0.44,1.59%,1.714,1.538,0.561,0.00105,0.22079,0.266,33.090,57,8.8,5.2,100.00%,57,
BRITTONIA,0007-196X,1938-436X,"PLANT SCIENCES - SCIE","1,159",0.863,"Q4",0.30,1.42%,0.849,0.758,0.391,0.00057,0.11969,0.239,15.532,46,15.2,24.1,100.00%,46,
PALYNOLOGY,0191-6122,1558-9188,"PLANT SCIENCES - SCIE","1,157",2.344,"Q2",0.70,3.51%,1.980,1.634,0.795,0.00084,0.17678,0.406,69.395,77,16.8,8.8,98.72%,78,
PhytoKeys,1314-2011,1314-2003,"PLANT SCIENCES - SCIE","1,150",1.635,"Q3",0.47,100.00%,1.667,1.323,0.512,0.00239,0.50219,0.443,40.213,212,14.7,3.3,98.60%,215,
Plant Ecology & Diversity,1755-0874,1755-1668,"PLANT SCIENCES - SCIE","1,096",2.606,"Q2",0.47,1.08%,2.233,2.561,0.519,0.00139,0.29203,0.583,62.766,26,12.1,6.1,96.30%,27,
JOURNAL OF BRYOLOGY,0373-6687,1743-2820,"PLANT SCIENCES - SCIE","1,092",1.361,"Q3",0.44,2.40%,1.311,0.819,0.786,0.00059,0.12464,0.280,31.702,41,13.3,12.3,97.62%,42,
Plant Biotechnology Reports,1863-5466,1863-5474,"PLANT SCIENCES - SCIE","1,034",2.010,"Q2",0.42,4.12%,1.907,1.881,0.725,0.00076,0.15924,0.328,34.286,57,9.1,6.5,82.61%,69,
Tropical Plant Pathology,1983-2052,1983-2052,"PLANT SCIENCES - SCIE","1,033",1.488,"Q3",0.42,1.38%,1.675,1.434,0.506,0.00114,0.23962,0.368,35.532,73,9.2,5.5,82.02%,89,
Journal of Plant Diseases and Protection,1861-3829,1861-3837,"PLANT SCIENCES - SCIE","1,023",1.928,"Q3",0.57,12.14%,1.652,1.755,0.518,0.00086,0.18092,0.297,57.328,133,10.6,5.3,94.33%,141,
ACTA SOCIETATIS BOTANICORUM POLONIAE,0001-6977,2083-9480,"PLANT SCIENCES - SCIE","1,011",0.943,"Q4",0.33,100.00%,1.124,0.871,0.577,0.00053,0.11312,0.260,18.936,22,12.1,9.0,84.62%,26,
ANNALES BOTANICI FENNICI,0003-3847,1797-2442,"PLANT SCIENCES - SCIE","996",0.626,"Q4",0.22,0.00%,0.627,0.571,0.292,0.00045,0.09596,0.177,8.723,48,14.1,13.9,100.00%,48,
ALGAE,1226-2617,2093-0860,"PLANT SCIENCES - SCIE","973",2.500,"Q2",0.92,86.90%,2.905,1.704,0.400,0.00066,0.13880,0.438,65.759,29,10.4,6.5,96.67%,30,
CARYOLOGIA,0008-7114,2165-5391,"PLANT SCIENCES - SCIE","953",0.918,"Q4",0.24,54.69%,0.846,0.742,0.000,0.00034,0.07311,0.141,11.690,31,13.8,13.0,100.00%,31,
Plant Genetic Resources-Characterization and Utilization,1479-2621,1479-263X,"PLANT SCIENCES - SCIE","924",1.080,"Q4",0.33,5.03%,1.243,1.044,0.238,0.00064,0.13553,0.231,23.617,42,9.7,8.1,100.00%,42,
JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,0971-7811,0974-1275,"PLANT SCIENCES - SCIE","856",1.175,"Q3",0.30,1.85%,1.238,1.134,0.286,0.00056,0.11766,0.209,16.447,102,9.7,7.1,85.71%,119,
JOURNAL OF APPLIED BOTANY AND FOOD QUALITY,1439-040X,1439-040X,"PLANT SCIENCES - SCIE","853",1.451,"Q3",0.40,100.00%,1.730,1.385,0.079,0.00051,0.10878,0.227,34.255,38,11.4,6.5,100.00%,38,
BLUMEA,0006-5196,0373-4293,"PLANT SCIENCES - SCIE","850",0.962,"Q4",0.34,66.67%,0.925,0.887,0.321,0.00033,0.06927,0.303,20.213,28,28.1,17.3,100.00%,28,
JOURNAL OF THE TORREY BOTANICAL SOCIETY,1095-5674,1940-0616,"PLANT SCIENCES - SCIE","840",0.609,"Q4",0.24,0.00%,0.890,0.563,0.000,0.00041,0.08648,0.233,7.872,28,16.7,12.9,96.55%,29,
PLANT SPECIES BIOLOGY,0913-557X,1442-1984,"PLANT SCIENCES - SCIE","835",1.528,"Q3",0.49,6.33%,2.000,1.083,0.372,0.00053,0.11261,0.411,30.727,43,14.0,10.5,100.00%,43,
AUSTRALIAN SYSTEMATIC BOTANY,1030-1887,1446-5701,"PLANT SCIENCES - SCIE","828",1.108,"Q4",0.41,10.34%,1.442,1.046,0.409,0.00061,0.12803,0.430,17.734,20,17.8,15.3,90.91%,22,
Journal of Crop Improvement,1542-7528,1542-7536,"PLANT SCIENCES - ESCI","815",n/a,"n/a",0.43,2.20%,n/a,n/a,0.450,0.00050,0.10669,n/a,n/a,76,9.8,7.0,95.00%,80,
MAYDICA,0025-6153,2279-8013,"PLANT SCIENCES - SCIE","801",0.542,"Q4",0.12,0.00%,0.605,0.492,0.182,0.00019,0.04010,0.115,8.092,21,10.5,14.4,95.45%,22,
European Journal of Taxonomy,N/A,2118-9773,"PLANT SCIENCES - SCIE","791",1.372,"Q3",0.70,100.00%,1.307,1.179,0.335,0.00199,0.41786,0.408,40.536,166,16.8,3.3,94.32%,176,
Journal of Applied Research on Medicinal and Aromatic Plants,N/A,2214-7861,"PLANT SCIENCES - SCIE","783",3.400,"Q2",0.76,0.00%,3.631,3.225,0.650,0.00102,0.21502,0.503,75.106,38,9.9,3.5,95.00%,40,
Willdenowia,0511-9618,N/A,"PLANT SCIENCES - SCIE","765",0.985,"Q4",0.29,100.00%,1.386,0.896,0.556,0.00065,0.13640,0.381,21.489,27,19.6,12.3,100.00%,27,
Invasive Plant Science and Management,1939-7291,1939-747X,"PLANT SCIENCES - SCIE","758",1.273,"Q3",0.33,10.84%,1.347,1.109,0.143,0.00052,0.11075,0.307,28.723,26,13.1,8.1,92.86%,28,
Journal of Plant Registrations,1936-5209,1940-3496,"PLANT SCIENCES - SCIE","731",0.395,"Q4",0.22,6.45%,0.605,0.257,0.969,0.00036,0.07690,0.102,4.405,64,11.4,7.4,98.46%,65,
NOVON,1055-3177,N/A,"PLANT SCIENCES - SCIE","708",0.560,"Q4",0.20,0.00%,0.579,0.467,0.118,0.00041,0.08639,0.192,6.596,34,15.1,13.9,100.00%,34,
PLANT PROTECTION SCIENCE,1212-2580,1805-9341,"PLANT SCIENCES - SCIE","689",1.464,"Q3",0.45,100.00%,1.834,1.348,0.333,0.00061,0.12822,0.352,37.945,33,11.5,6.3,91.67%,36,
INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,0019-5200,0975-6906,"PLANT SCIENCES - SCIE","671",0.508,"Q4",0.15,0.00%,0.523,0.508,n/a,0.00041,0.08676,0.108,4.894,n/a,n/a,9.4,n/a%,n/a,
Plant Health Progress,N/A,1535-1025,"PLANT SCIENCES - ESCI","670",n/a,"n/a",0.40,0.00%,n/a,n/a,0.500,0.00076,0.15989,n/a,n/a,52,9.5,6.9,100.00%,52,
WEED BIOLOGY AND MANAGEMENT,1444-6162,1445-6664,"PLANT SCIENCES - SCIE","666",1.059,"Q4",0.32,12.24%,1.276,1.029,0.000,0.00024,0.05028,0.268,26.706,13,12.5,11.9,86.67%,15,
ISRAEL JOURNAL OF PLANT SCIENCES,0792-9978,2223-8980,"PLANT SCIENCES - SCIE","641",0.721,"Q4",0.23,8.20%,1.022,0.721,0.611,0.00029,0.06172,0.206,11.277,15,10.8,13.5,83.33%,18,
JOURNAL OF AQUATIC PLANT MANAGEMENT,0146-6623,N/A,"PLANT SCIENCES - SCIE","632",1.000,"Q4",0.30,0.00%,1.245,0.516,0.545,0.00021,0.04405,0.208,20.730,22,12.7,16.0,100.00%,22,
PHYTOCOENOLOGIA,0340-269X,N/A,"PLANT SCIENCES - SCIE","626",2.043,"Q2",0.52,0.00%,1.835,2.022,0.313,0.00046,0.09675,0.411,44.287,15,16.5,12.8,93.75%,16,
Plant Reproduction,2194-7953,2194-7961,"PLANT SCIENCES - SCIE","616",3.767,"Q1",1.01,29.87%,3.744,3.683,1.176,0.00151,0.31701,1.256,70.089,13,9.8,4.1,76.47%,17,
ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,0001-5296,1898-0295,"PLANT SCIENCES - SCIE","591",0.938,"Q4",0.31,0.00%,1.277,0.875,0.333,0.00022,0.04612,0.227,17.660,12,9.4,10.9,100.00%,12,
CRYPTOGAMIE ALGOLOGIE,0181-1568,1776-0984,"PLANT SCIENCES - SCIE","586",1.649,"Q3",0.61,0.00%,1.814,1.595,0.231,0.00042,0.08940,0.427,41.910,12,11.9,8.7,92.31%,13,
Plant Direct,N/A,2475-4455,"PLANT SCIENCES - SCIE","583",3.038,"Q2",0.83,100.00%,3.017,2.943,0.446,0.00161,0.33834,0.881,68.723,101,9.0,2.0,100.00%,101,
BOTHALIA,0006-8241,2311-9284,"PLANT SCIENCES - SCIE","580",0.780,"Q4",0.62,100.00%,1.686,0.780,n/a,0.00046,0.09667,0.370,12.979,n/a,n/a,13.7,n/a%,n/a,
Journal of Berry Research,1878-5093,1878-5123,"PLANT SCIENCES - SCIE","571",2.352,"Q2",0.70,0.00%,2.428,2.197,0.419,0.00058,0.12181,0.371,56.809,39,9.3,4.6,90.70%,43,
Acta Botanica Mexicana,0187-7151,N/A,"PLANT SCIENCES - SCIE","561",0.960,"Q4",0.27,91.18%,0.961,0.707,0.216,0.00032,0.06904,0.177,19.787,35,12.2,8.7,94.59%,37,
Rhizosphere,N/A,2452-2198,"PLANT SCIENCES - SCIE","547",3.129,"Q2",0.94,0.60%,n/a,2.953,0.566,0.00096,0.20197,n/a,61.777,79,8.9,2.7,95.18%,83,
ACTA BOTANICA CROATICA,0365-0588,1847-8476,"PLANT SCIENCES - SCIE","527",0.943,"Q4",0.33,100.00%,1.227,0.943,0.385,0.00037,0.07881,0.244,18.936,25,11.2,8.2,96.15%,26,
TAIWANIA,0372-333X,N/A,"PLANT SCIENCES - SCIE","521",0.925,"Q4",0.28,100.00%,0.809,0.708,0.329,0.00047,0.09963,0.197,17.234,79,11.5,7.9,100.00%,79,
AMERICAN FERN JOURNAL,0002-8444,1938-422X,"PLANT SCIENCES - SCIE","518",0.857,"Q4",0.33,0.00%,0.974,0.714,0.125,0.00018,0.03965,0.239,15.106,16,16.5,22.2,100.00%,16,
Plant Diversity,2096-2703,2468-2659,"PLANT SCIENCES - SCIE","516",2.528,"Q2",0.59,100.00%,n/a,2.389,0.962,0.00104,0.21959,n/a,61.489,52,9.7,3.2,98.11%,53,
Plant Ecology and Evolution,2032-3913,2032-3921,"PLANT SCIENCES - SCIE","513",1.366,"Q3",0.40,71.54%,1.275,1.268,0.244,0.00065,0.13664,0.328,32.128,41,12.2,6.0,100.00%,41,
Fottea,1802-5439,N/A,"PLANT SCIENCES - SCIE","501",3.242,"Q2",0.94,0.00%,2.394,3.030,0.524,0.00061,0.12898,0.604,71.702,21,12.4,6.1,100.00%,21,
GM Crops & Food-Biotechnology in Agriculture and the Food Chain,2164-5698,2164-5701,"PLANT SCIENCES - SCIE","497",3.074,"Q2",1.03,25.53%,4.585,2.556,0.800,0.00068,0.14265,1.017,58.631,16,8.4,5.2,80.00%,20,
Comparative Cytogenetics,1993-0771,1993-078X,"PLANT SCIENCES - SCIE","494",1.800,"Q3",0.54,100.00%,1.438,1.433,0.314,0.00062,0.13157,0.293,41.437,32,13.6,4.8,91.43%,35,
BANGLADESH JOURNAL OF BOTANY,0253-5416,2079-9926,"PLANT SCIENCES - SCIE","491",0.308,"Q4",0.08,0.00%,0.348,0.267,0.008,0.00036,0.07617,0.048,1.064,130,11.5,5.8,100.00%,130,
Boletin de la Sociedad Argentina de Botanica,1851-2372,1851-2372,"PLANT SCIENCES - SCIE","490",0.505,"Q4",0.14,100.00%,0.496,0.400,0.000,0.00029,0.06176,0.105,4.468,37,16.1,12.0,100.00%,37,
Tropical Plant Biology,1935-9756,1935-9764,"PLANT SCIENCES - SCIE","482",1.512,"Q3",0.49,2.53%,2.011,1.463,0.316,0.00037,0.07814,0.389,36.383,34,10.5,8.1,89.47%,38,
CALDASIA,0366-5232,2357-3759,"PLANT SCIENCES - SCIE","480",0.562,"Q4",0.18,100.00%,0.653,0.534,0.135,0.00030,0.06490,0.201,7.653,36,13.2,13.1,97.30%,37,
Botanical Sciences,2007-4298,2007-4476,"PLANT SCIENCES - SCIE","462",0.959,"Q4",0.28,100.00%,1.076,0.857,0.136,0.00063,0.13240,0.222,19.362,58,12.4,4.9,98.31%,59,
CASTANEA,0008-7475,1938-4386,"PLANT SCIENCES - SCIE","437",0.543,"Q4",0.16,0.00%,0.608,0.522,0.000,0.00016,0.03431,0.164,6.170,25,15.3,18.5,100.00%,25,
PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,0031-9457,1851-5657,"PLANT SCIENCES - SCIE","436",1.039,"Q4",0.25,85.16%,0.770,0.870,0.397,0.00025,0.05433,0.113,22.766,67,9.1,6.4,85.90%,78,
CRYPTOGAMIE BRYOLOGIE,1290-0796,1776-0992,"PLANT SCIENCES - SCIE","432",0.661,"Q4",0.27,0.00%,0.726,0.581,0.150,0.00035,0.07469,0.221,9.574,20,13.6,8.6,100.00%,20,
CANDOLLEA,0373-2967,N/A,"PLANT SCIENCES - SCIE","420",0.574,"Q4",0.17,0.00%,0.590,0.404,0.333,0.00023,0.04835,0.161,7.447,27,18.1,15.5,100.00%,27,
Horticultural Plant Journal,2095-9885,2468-0141,"PLANT SCIENCES - SCIE","418",3.032,"Q2",0.90,100.00%,n/a,2.661,0.545,0.00078,0.16550,n/a,78.068,41,8.4,3.0,93.18%,44,
RHODORA,0035-4902,1938-3401,"PLANT SCIENCES - SCIE","418",0.621,"Q4",0.12,2.17%,0.458,0.483,0.235,0.00011,0.02497,0.121,8.298,17,14.8,35.9,100.00%,17,
Australasian Plant Disease Notes,1833-928X,1833-928X,"PLANT SCIENCES - ESCI","409",n/a,"n/a",0.19,0.00%,n/a,n/a,0.047,0.00040,0.08422,n/a,n/a,43,11.2,7.4,100.00%,43,
Czech Journal of Genetics and Plant Breeding,1212-1975,1805-9325,"PLANT SCIENCES - SCIE","405",0.865,"Q4",0.28,100.00%,1.017,0.827,0.381,0.00022,0.04775,0.184,19.242,21,12.0,8.9,100.00%,21,
Alpine Botany,1664-2201,1664-221X,"PLANT SCIENCES - SCIE","402",2.094,"Q2",0.77,25.00%,2.821,2.000,0.625,0.00059,0.12495,0.743,53.404,16,11.8,5.3,100.00%,16,
HERZOGIA,0018-0971,N/A,"PLANT SCIENCES - SCIE","401",0.848,"Q4",0.25,0.00%,0.820,0.552,0.162,0.00044,0.09402,0.171,14.681,37,13.1,5.5,100.00%,37,
Theoretical and Experimental Plant Physiology,2197-0025,2197-0025,"PLANT SCIENCES - SCIE","397",1.682,"Q3",0.48,4.30%,1.949,1.591,0.259,0.00052,0.11050,0.377,41.489,26,9.5,4.6,96.30%,27,
ACTA BIOLOGICA COLOMBIANA,1900-1649,1900-1649,"PLANT SCIENCES - SCIE","395",0.410,"Q4",0.16,100.00%,0.607,0.337,0.196,0.00032,0.06826,0.121,3.453,39,9.6,7.0,76.47%,51,
Indian Journal of Natural Products and Resources,0976-0504,0976-0512,"PLANT SCIENCES - ESCI","391",n/a,"n/a",0.14,100.00%,n/a,n/a,0.051,0.00016,0.03485,n/a,n/a,36,10.0,8.3,92.31%,39,
PHYTON-ANNALES REI BOTANICAE,0079-2047,N/A,"PLANT SCIENCES - SCIE","391",0.667,"Q4",0.09,0.00%,0.410,0.667,n/a,0.00011,0.02512,0.140,10.000,n/a,n/a,17.3,n/a%,n/a,
Phytobiomes Journal,N/A,2471-2906,"PLANT SCIENCES - SCIE","370",3.643,"Q1",0.98,100.00%,4.563,3.411,1.364,0.00079,0.16570,1.082,66.962,30,6.6,2.4,90.91%,33,
Current Plant Biology,N/A,2214-6628,"PLANT SCIENCES - ESCI","364",n/a,"n/a",0.72,100.00%,n/a,n/a,1.489,0.00047,0.09999,n/a,n/a,41,8.4,2.7,87.23%,47,
Turczaninowia,1560-7259,1560-7267,"PLANT SCIENCES - ESCI","355",n/a,"n/a",0.17,100.00%,n/a,n/a,0.121,0.00028,0.06011,n/a,n/a,58,16.9,5.9,100.00%,58,
GAYANA BOTANICA,0016-5301,0717-6643,"PLANT SCIENCES - SCIE","348",1.302,"Q3",0.29,78.69%,0.905,1.264,0.125,0.00038,0.08098,0.222,30.000,7,14.3,7.6,87.50%,8,
ADANSONIA,1280-8571,1639-4798,"PLANT SCIENCES - SCIE","336",0.345,"Q4",0.19,100.00%,0.689,0.310,0.167,0.00019,0.04021,0.252,1.915,18,13.5,16.7,100.00%,18,
ANALES DEL JARDIN BOTANICO DE MADRID,0211-1322,1988-3196,"PLANT SCIENCES - SCIE","332",0.385,"Q4",0.16,100.00%,0.513,0.346,0.000,0.00010,0.02255,0.134,2.340,13,18.8,16.4,100.00%,13,
Botany Letters,2381-8107,2381-8115,"PLANT SCIENCES - SCIE","291",1.744,"Q3",0.50,1.39%,1.491,1.628,0.707,0.00059,0.12493,0.355,44.043,58,13.3,2.4,100.00%,58,
Egyptian Journal of Botany,0375-9237,2357-0350,"PLANT SCIENCES - ESCI","275",n/a,"n/a",0.25,0.00%,n/a,n/a,0.292,0.00022,0.04657,n/a,n/a,62,11.1,3.0,95.38%,65,
Bradleya,0265-086X,N/A,"PLANT SCIENCES - SCIE","258",1.288,"Q3",0.37,0.00%,0.840,0.865,0.400,0.00031,0.06563,0.243,29.149,25,23.4,7.9,100.00%,25,
TELOPEA,0312-9764,2200-4025,"PLANT SCIENCES - SCIE","233",0.462,"Q4",0.14,0.00%,0.297,0.333,0.111,0.00013,0.02881,0.081,3.617,27,17.5,11.8,100.00%,27,
TUEXENIA,0722-494X,N/A,"PLANT SCIENCES - SCIE","230",0.744,"Q4",0.35,0.00%,1.038,0.744,n/a,0.00023,0.04960,0.217,12.128,n/a,n/a,6.2,n/a%,n/a,
SABRAO Journal of Breeding and Genetics,1029-7073,2224-8978,"PLANT SCIENCES - ESCI","227",n/a,"n/a",0.13,0.00%,n/a,n/a,0.154,0.00014,0.03089,n/a,n/a,13,9.4,6.7,100.00%,13,
Bangladesh Journal of Plant Taxonomy,1028-2092,2224-7297,"PLANT SCIENCES - SCIE","226",0.679,"Q4",0.19,100.00%,0.664,0.339,0.125,0.00015,0.03342,0.116,10.426,39,13.5,7.4,97.50%,40,
Plant Science Today,2348-1900,2348-1900,"PLANT SCIENCES - ESCI","220",n/a,"n/a",0.15,53.85%,n/a,n/a,0.247,0.00023,0.04855,n/a,n/a,66,12.1,3.7,85.71%,77,
Wulfenia,1561-882X,N/A,"PLANT SCIENCES - SCIE","217",0.941,"Q4",0.18,0.00%,1.242,0.676,0.150,0.00023,0.04902,0.230,18.085,20,18.4,5.6,100.00%,20,
Acta Phytotaxonomica et Geobotanica,1346-7565,2189-7042,"PLANT SCIENCES - SCIE","202",0.535,"Q4",0.25,0.00%,0.667,0.442,0.095,0.00018,0.03885,0.182,5.319,21,15.6,11.8,100.00%,21,
IHERINGIA SERIE BOTANICA,N/A,2446-8231,"PLANT SCIENCES - SCIE","174",0.633,"Q4",0.10,43.48%,0.439,0.592,0.000,0.00018,0.03873,0.114,9.149,20,13.5,6.9,100.00%,20,
Botanica Serbica,1821-2158,1821-2638,"PLANT SCIENCES - SCIE","173",0.468,"Q4",0.14,100.00%,n/a,0.362,0.115,0.00012,0.02714,n/a,4.043,24,11.3,6.9,92.31%,26,
