"Journal Data Filtered By:  Selected Categories: ECOLOGY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index
"ANNALES ZOOLOGICI FENNICI","ANN ZOOL FENN","FINNISH ZOOLOGICAL BOTANICAL PUBLISHING BOARD","0003-455X","1797-2450","ECOLOGY","SCIE","1,518","0.8","Q4","0.43","0"%," 169/200 ","1.1","Q4","0.8","0.2",
"ACTA AMAZONICA","ACTA AMAZON","INST NACIONAL PESQUISAS AMAZONIA","0044-5967","1809-4392","ECOLOGY","SCIE","1,514","0.8","Q4","0.31","95.62"%," 169/200 ","1","Q4","0.8","0.3",
"TROPICAL ECOLOGY","TROP ECOL","SPRINGERNATURE","0564-3295","2661-8982","ECOLOGY","SCIE","1,477","1.7","Q3","0.42","4.46"%," 131/200 ","1.7","Q3","1.6","0.4",
"POPULATION ECOLOGY","POPUL ECOL","WILEY","1438-3896","1438-390X","ECOLOGY","SCIE","1,425","1","Q4","0.31","37.14"%," 158/200 ","1.6","Q3","1","0.4",
"ECOHYDROLOGY & HYDROBIOLOGY","ECOHYDROL HYDROBIOL","EUROPEAN REGIONAL CENTRE ECOHYDROLOGY POLISH ACAD SCIENCES","1642-3593","2080-3397","ECOLOGY","SCIE","1,394","2.2","Q2","0.68","9.84"%," 99/200 ","2.7","Q2","2.1","1.6",
"Ecosystem Health and Sustainability","ECOSYST HEALTH SUST","AMER ASSOC ADVANCEMENT SCIENCE","2096-4129","2332-8878","ECOLOGY","SCIE","1,379","3.4","Q2","0.78","100"%," 52/200 ","4.2","Q1","3.4","0.8",
"Polar Science","POLAR SCI","ELSEVIER","1873-9652","1876-4428","ECOLOGY","SCIE","1,343","2","Q3","0.47","14.65"%," 111/200 ","2.1","Q3","1.9","0.9",
"JOURNAL OF FRESHWATER ECOLOGY","J FRESHWATER ECOL","TAYLOR & FRANCIS INC","0270-5060","2156-6941","ECOLOGY","SCIE","1,323","1.4","Q3","0.44","99.2"%," 142/200 ","1.5","Q3","1.3","0.3",
"REVISTA CHILENA DE HISTORIA NATURAL","REV CHIL HIST NAT","SOC BIOLGIA CHILE","0716-078X","0717-6317","ECOLOGY","SCIE","1,243","1.4","Q3","0.32","100"%," 142/200 ","1.6","Q3","1.3","0.3",
"SOUTHWESTERN NATURALIST","SOUTHWEST NAT","SOUTHWESTERN ASSOC NATURALISTS","0038-4909","1943-6262","ECOLOGY","SCIE","1,213","0.3","Q4","0.03","0"%," 195/200 ","0.4","Q4","0.3","0.1",
"BMC Ecology and Evolution","BMC ECOL EVOL","BMC","N/A","2730-7182","ECOLOGY","SCIE","1,208","2.6","Q2","0.7","100"%," 77/200 ","2.7","Q2","2.5","0.6",
"NEW ZEALAND JOURNAL OF ECOLOGY","NEW ZEAL J ECOL","NEW ZEALAND ECOL SOC","0110-6465","1177-7788","ECOLOGY","SCIE","1,195","1.4","Q3","0.39","96"%," 142/200 ","1.7","Q3","1.2","0.1",
"Journal of Biological Dynamics","J BIOL DYNAM","TAYLOR & FRANCIS LTD","1751-3758","1751-3766","ECOLOGY","SCIE","1,187","2.2","Q2","0.67","100"%," 99/200 ","2.2","Q3","2.1","1.1",
"RUSSIAN JOURNAL OF ECOLOGY","RUSS J ECOL+","PLEIADES PUBLISHING INC","1067-4136","1608-3334","ECOLOGY","SCIE","1,117","0.6","Q4","0.2","0"%," 182/200 ","0.7","Q4","0.5","0.2",
"ECOLOGICAL MANAGEMENT & RESTORATION","ECOL MANAG RESTOR","WILEY","1442-7001","1442-8903","ECOLOGY","SCIE","1,093","2.2","Q2","0.58","56.76"%," 99/200 ","2.3","Q3","2.1","0.4",
"PACIFIC CONSERVATION BIOLOGY","PAC CONSERV BIOL","CSIRO PUBLISHING","1038-2097","2204-4604","ECOLOGY","ESCI","1,068","1.9","Q3","0.46","41.38"%," 116/200 ","1.6","Q3","1.6","1.2",
"Ecosystems and People","ECOSYST PEOPLE","TAYLOR & FRANCIS LTD","N/A","2639-5916","ECOLOGY","ESCI","1,048","3.7","Q1","0.92","98.75"%," 45/200 ","5.4","Q1","3.2","0.5",
"Animal Biotelemetry","ANIM BIOTELEM","SPRINGERNATURE","N/A","2050-3385","ECOLOGY","SCIE","1,032","2.5","Q2","0.8","100"%," 85/200 ","2.9","Q2","2.1","0.3",
"CHEMOECOLOGY","CHEMOECOLOGY","SPRINGER BASEL AG","0937-7409","1423-0445","ECOLOGY","SCIE","1,020","1.3","Q3","0.34","34.78"%," 146/200 ","1.5","Q3","1.3","0.4",
"POLAR RECORD","POLAR REC","CAMBRIDGE UNIV PRESS","0032-2474","1475-3057","ECOLOGY","SCIE","1,000","1.6","Q3","0.34","67.44"%," 134/200 ","1.4","Q4","1.5","0.4",
"Theoretical Ecology","THEOR ECOL-NETH","SPRINGER HEIDELBERG","1874-1738","1874-1746","ECOLOGY","SCIE","957","1.1","Q4","0.33","41.79"%," 153/200 ","1.7","Q3","1.1","0.3",
"Landscape and Ecological Engineering","LANDSC ECOL ENG","SPRINGER JAPAN KK","1860-1871","1860-188X","ECOLOGY","SCIE","947","1.9","Q3","0.53","11.94"%," 116/200 ","2.2","Q3","1.9","0.4",
"COMMUNITY ECOLOGY","COMMUNITY ECOL","SPRINGER HEIDELBERG","1585-8553","1588-2756","ECOLOGY","SCIE","945","2","Q3","0.44","23"%," 111/200 ","2","Q3","1.9","0.6",
"PLANT SPECIES BIOLOGY","PLANT SPEC BIOL","WILEY","0913-557X","1442-1984","ECOLOGY","SCIE","917","1.3","Q3","0.35","23.71"%," 146/200 ","1.5","Q3","1.1","0.1",
"NORTHEASTERN NATURALIST","NORTHEAST NAT","EAGLE HILL INST","1092-6194","1938-5307","ECOLOGY","SCIE","916","0.5","Q4","0.13","0"%," 186/200 ","0.6","Q4","0.4","0.2",
"AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE","AFR J RANGE FOR SCI","TAYLOR & FRANCIS LTD","1022-0119","1727-9380","ECOLOGY","SCIE","914","1.9","Q3","0.38","12.5"%," 116/200 ","1.9","Q3","1.4","<0.1",
"Frontiers in Conservation Science","FRONT CONSERV SCI","FRONTIERS MEDIA SA","N/A","2673-611X","ECOLOGY","ESCI","902","1.8","Q3","0.46","99.71"%," 124/200 ","2.4","Q2","1.7","0.4",
"RANGELAND JOURNAL","RANGELAND J","CSIRO PUBLISHING","1036-9872","1834-7541","ECOLOGY","SCIE","893","0.9","Q4","0.33","43.1"%," 162/200 ","1.2","Q4","0.7","1.6",
"INTERCIENCIA","INTERCIENCIA","INTERCIENCIA","0378-1844","0378-1844","ECOLOGY","SCIE","872","0.4","Q4","0.09","0"%," 192/200 ","0.4","Q4","0.2","0.1",
"COMPOST SCIENCE & UTILIZATION","COMPOST SCI UTIL","TAYLOR & FRANCIS INC","1065-657X","2326-2397","ECOLOGY","SCIE","855","0.9","Q4","0.24","7.14"%," 162/200 ","1.8","Q3","0.8","0.1",
"NATURAL AREAS JOURNAL","NAT AREA J","NATURAL AREAS ASSOC","0885-8608","2162-4399","ECOLOGY","SCIE","839","0.8","Q4","0.27","1.28"%," 169/200 ","0.9","Q4","0.8","0.2",
"Arctic Science","ARCT SCI","CANADIAN SCIENCE PUBLISHING","N/A","2368-7460","ECOLOGY","SCIE","830","3.2","Q2","0.64","91.72"%," 58/200 ","3","Q2","3.1","0.4",
"SOUTHEASTERN NATURALIST","SOUTHEAST NAT","EAGLE HILL INST","1528-7092","1938-5412","ECOLOGY","SCIE","823","0.4","Q4","0.19","0"%," 192/200 ","0.6","Q4","0.4","0.1",
"Ecological Solutions and Evidence","ECOL SOLUT EVID","WILEY","N/A","2688-8319","ECOLOGY","ESCI","804","2.6","Q2","0.72","97.7"%," 77/200 ","2.8","Q2","2.3","0.7",
"WESTERN NORTH AMERICAN NATURALIST","WEST N AM NATURALIST","BRIGHAM YOUNG UNIV","1527-0904","1944-8341","ECOLOGY","SCIE","799","0.5","Q4","0.13","0"%," 186/200 ","0.6","Q4","0.5","0.2",
"Soil Ecology Letters","SOIL ECOL LETT","SPRINGERNATURE","2662-2289","2662-2297","ECOLOGY","ESCI","791","4.4","Q1","1.16","6.67"%," 29/200 ","4.3","Q1","4.2","1.1",
"Contemporary Problems of Ecology","CONTEMP PROBL ECOL+","MAIK NAUKA/INTERPERIODICA/SPRINGER","1995-4255","1995-4263","ECOLOGY","SCIE","751","0.5","Q4","0.17","1.74"%," 186/200 ","0.6","Q4","0.4","0.1",
"WILDLIFE MONOGRAPHS","WILDLIFE MONOGR","WILEY","0084-0173","1938-5455","ECOLOGY","SCIE","710","3.8","Q1","1.76","33.33"%," 44/200 ","4.1","Q1","3.8","0.5",
"Journal of Fish and Wildlife Management","J FISH WILDL MANAG","U S FISH & WILDLIFE SERVICE","1944-687X","1944-687X","ECOLOGY","SCIE","690","0.9","Q4","0.27","90.83"%," 162/200 ","1.1","Q4","0.9","0.2",
"PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES","P LINN SOC N S W","LINNEAN SOC NEW SOUTH WALES","0370-047X","N/A","ECOLOGY","SCIE","680","0.5","Q4","0.06","0"%," 186/200 ","0.7","Q4","0.5","<0.1",
"POLISH JOURNAL OF ECOLOGY","POL J ECOL","POLISH ACAD SCIENCES INST ECOLOGY","1505-2249","N/A","ECOLOGY","SCIE","668","0.7","Q4","0.12","0"%," 179/200 ","0.6","Q4","0.6","0.2",
"Food Webs","FOOD WEBS","ELSEVIER","2352-2496","2352-2496","ECOLOGY","SCIE","667","1.5","Q3","0.44","19.14"%," 139/200 ","1.8","Q3","1.4","0.2",
"Frontiers of Biogeography","FRONT BIOGEOGR","PENSOFT PUBLISHERS","1948-6596","1948-6596","ECOLOGY","ESCI","641","2.5","Q2","0.72","93.02"%," 85/200 ","N/A","N/A","2.5","0.4",
"NORTHWEST SCIENCE","NORTHWEST SCI","NORTHWEST SCIENTIFIC ASSOC","0029-344X","2161-9859","ECOLOGY","SCIE","615","0.8","Q4","0.11","0"%," 169/200 ","0.7","Q4","0.8","0.1",
"Ecological Restoration","ECOL RESTOR","UNIV WISCONSIN PRESS","1543-4060","1543-4079","ECOLOGY","SCIE","584","1.1","Q4","0.41","22.22"%," 153/200 ","1.7","Q3","1.1","0.2",
"VIE ET MILIEU-LIFE AND ENVIRONMENT","VIE MILIEU","OBSERVATOIRE OCEANOLOGIQUE BANYULS","0240-8759","N/A","ECOLOGY","SCIE","578","0.2","Q4","0.13","36"%," 198/200 ","0.5","Q4","0.2","0.1",
"Ecosistemas","ECOSISTEMAS","ASOCIACION ESPANOLA ECOLOGIA TERRESTRE","1697-2473","N/A","ECOLOGY","ESCI","555","0.7","Q4","0.22","99.19"%," 179/200 ","0.7","Q4","0.6","0.8",
"PHYTOCOENOLOGIA","PHYTOCOENOLOGIA","GEBRUDER BORNTRAEGER","0340-269X","2363-7153","ECOLOGY","SCIE","498","0.9","Q4","0.23","0"%," 162/200 ","1","Q4","0.9","0.2",
"POLISH POLAR RESEARCH","POL POLAR RES","POLSKA AKAD NAUK, POLISH ACAD SCIENCES","0138-0338","2081-8262","ECOLOGY","SCIE","472","0.8","Q4","0.22","100"%," 169/200 ","0.8","Q4","0.6","0.2",
"Metabarcoding and Metagenomics","METABARCOD METAGENOM","PENSOFT PUBLISHERS","N/A","2534-9708","ECOLOGY","ESCI","434","3.1","Q2","0.78","98.46"%," 62/200 ","N/A","N/A","3","0.2",
"Russian Journal of Biological Invasions","RUSS J BIOL INVASION","PLEIADES PUBLISHING INC","2075-1117","2075-1125","ECOLOGY","ESCI","431","0.6","Q4","0.18","0.53"%," 182/200 ","0.7","Q4","0.5","0.1",
"One Ecosystem","ONE ECOSYSTEM","PENSOFT PUBLISHERS","N/A","2367-8194","ECOLOGY","ESCI","397","1.9","Q3","0.48","100"%," 116/200 ","N/A","N/A","1.6","0.1",
"NATURAL HISTORY","NAT HIST","NATURAL HISTORY MAGAZINE","0028-0712","N/A","ECOLOGY","SCIE","378","0.1","Q4","0","0"%," 199/200 ","0.1","Q4","0.1","<0.1",
"Ecological Questions","ECOL QUEST","WYDAWNICTWO UNIWERSYTETU MIKOLAJA KOPERNIKA","1644-7298","2083-5469","ECOLOGY","ESCI","329","0.9","Q4","0.22","92"%," 162/200 ","0.9","Q4","0.6","0.8",
"Biosystems Diversity","BIOSYST DIVERSITY","OLES HONCHAR DNIPROPETROVSK NATL UNIV","2519-8513","2520-2529","ECOLOGY","ESCI","325","1","Q4","0.28","98.68"%," 158/200 ","1.1","Q4","0.8","0.2",
"Theoretical and Applied Ecology","THEOR APPL ECOL","LLC PUBLISHING HOUSE, KAMERTON","1995-4301","2618-8406","ECOLOGY","ESCI","324","0.5","Q4","0.12","0"%," 186/200 ","0.4","Q4","0.2","0.1",
"Arid Ecosystems","ARID ECOSYST","PLEIADES PUBLISHING INC","2079-0961","2079-0988","ECOLOGY","ESCI","319","0.6","Q4","0.15","0"%," 182/200 ","0.7","Q4","0.4","0.1",
"Bulletin of the Peabody Museum of Natural History","B PEABODY MUS NAT HI","PEABODY MUSEUM NATURAL HISTORY-YALE UNIV","0079-032X","2162-4135","ECOLOGY","SCIE","306","0.9","Q4","0.35","0"%," 162/200 ","1","Q4","0.9","4.5",
"Israel Journal of Ecology & Evolution","ISR J ECOL EVOL","BRILL","1565-9801","2224-4662","ECOLOGY","SCIE","288","0.8","Q4","0.24","8.06"%," 169/200 ","0.8","Q4","0.7","0.1",
"WEB ECOLOGY","WEB ECOL","COPERNICUS GESELLSCHAFT MBH","2193-3081","1399-1183","ECOLOGY","SCIE","266","2.4","Q2","0.6","100"%," 90/200 ","3","Q2","2.3","0.3",
"Neotropical Biodiversity","NEOTROP BIODIVERS","TAYLOR & FRANCIS LTD","N/A","2376-6808","ECOLOGY","ESCI","260","0.8","Q4","0.23","93.22"%," 169/200 ","1","Q4","0.8","N/A",
"Neotropical Biology and Conservation","NEOTROP BIOL CONSERV","PENSOFT PUBLISHERS","N/A","2236-3777","ECOLOGY","ESCI","246","0.8","Q4","0.24","100"%," 169/200 ","N/A","N/A","0.7","0.1",
"Vegetation Classification and Survey","VEG CLASS SURV","PENSOFT PUBLISHERS","2683-0671","2683-0671","ECOLOGY","ESCI","241","3","Q2","0.7","100"%," 64/200 ","2.5","Q2","2","0.7",
"Tropics","TROPICS","JAPAN SOC TROPICAL ECOLOGY","0917-415X","1882-5729","ECOLOGY","ESCI","234","1.2","Q4","0.26","100"%," 151/200 ","1.2","Q4","1","0.2",
"Ecologies","ECOLOGIES-BASEL","MDPI","N/A","2673-4133","ECOLOGY","ESCI","221","1.9","Q3","0.49","100"%," 116/200 ","1.8","Q3","1.8","0.4",
"Conservation","CONSERVATION-BASEL","MDPI","N/A","2673-7159","ECOLOGY","ESCI","211","1.9","Q3","0.44","100"%," 116/200 ","1.8","Q3","1.8","0.3",
"Folia Oecologica","FOLIA OECOLOGICA","WALTER DE GRUYTER GMBH","1336-5266","1338-7014","ECOLOGY","ESCI","195","1.1","Q4","0.44","100"%," 153/200 ","1.1","Q4","1","0.4",
"Journal of Wildlife and Biodiversity","J WILDLIFE BIODIVERS","ARAK UNIV, ARAK","N/A","2588-3526","ECOLOGY","ESCI","193","0.5","Q4","0.15","0"%," 186/200 ","0.6","Q4","0.4","0.4",
"Ecological Frontiers","ECOL FRONT","ELSEVIER","N/A","2950-5097","ECOLOGY","ESCI","193","N/A","N/A","N/A","4"%," N/A ","N/A","N/A","N/A","1.5",
"Ecologia Aplicada","ECOL APL","UNIV NACIONAL AGRARIA LA MOLINA","1726-2216","1993-9507","ECOLOGY","ESCI","192","0.4","Q4","0.08","100"%," 192/200 ","0.6","Q4","0.3","<0.1",
"Hacquetia","HACQUETIA","SCIENDO","1581-4661","1854-9829","ECOLOGY","ESCI","152","0.7","Q4","0.21","97.96"%," 179/200 ","0.6","Q4","0.6","0.9",
"African Journal of Wildlife Research","AFR J WILDL RES","SOUTHERN AFRICAN WILDLIFE MANAGEMENT ASSOC","2410-7220","2410-8200","ECOLOGY","SCIE","148","1","Q4","0.31","3.7"%," 158/200 ","0.9","Q4","1","N/A",
"Czech Polar Reports","CZECH POLAR REP","MASARYK UNIV PRESS","1805-0689","1805-0697","ECOLOGY","ESCI","148","0.8","Q4","0.19","98.41"%," 169/200 ","N/A","N/A","0.7","<0.1",
"Eco mont-Journal on Protected Mountain Areas Research","ECO MONT","AUSTRIAN ACAD SCIENCES PRESS, UNIV INNSBRUCK","2073-106X","2073-1558","ECOLOGY","SCIE","137","0.8","Q4","0.18","85"%," 169/200 ","0.7","Q4","0.7","0.2",
"South of Russia-Ecology Development","S RUSS-ECOL DEV","KAMERTON PUBLISHER","1992-1098","2413-0958","ECOLOGY","ESCI","134","0.3","Q4","0.08","97.63"%," 195/200 ","0.3","Q4","0.1","<0.1",
"Vestnik Tomskogo Gosudarstvennogo Universiteta-Biologiya","VESTN TOMSK GOS U BI","TOMSKIJ GOSUDARSTVENNYI UNIV","1998-8591","2311-2077","ECOLOGY","ESCI","91","0.3","Q4","0.08","5.1"%," 195/200 ","0.4","Q4","0.2","<0.1",
"International Journal of Ecology & Development","INT J ECOL DEV","CENTRE ENVIRONMENT SOCIAL & ECONOMIC RESEARCH PUBL-CESER","0972-9984","0973-7308","ECOLOGY","ESCI","66","<0.1","Q4","0.02","0"%," 200/200 ","0.1","Q4","<0.1","<0.1",

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
