Journal Data Filtered By: Selected Categories: GU Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator:Custom,

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold,5 Year JIF,JIF Without Self Cites,Immediacy Index,Eigenfactor,Normalized Eigenfactor,Article Influence Score,Average JIF Percentile,Total Articles,Citing Half-Life,Cited Half-Life,% of Articles in Citable items,Citable Items
SOUTHWESTERN NATURALIST,0038-4909,1943-6262,"ECOLOGY - SCIE","1,357",0.267,"Q4",0.05,0.00%,0.408,0.256,0.077,0.00028,0.05873,0.104,2.003,13,15.6,20.2,100.00%,13,
JOURNAL OF FRESHWATER ECOLOGY,0270-5060,2156-6941,"ECOLOGY - SCIE","1,338",1.132,"Q4",0.33,100.00%,1.593,1.088,0.212,0.00076,0.16013,0.336,10.951,33,13.8,11.7,100.00%,33,
NEW ZEALAND JOURNAL OF ECOLOGY,0110-6465,1177-7788,"ECOLOGY - SCIE","1,228",1.500,"Q4",0.45,0.00%,1.560,1.329,0.500,0.00067,0.14200,0.362,23.193,23,10.7,11.0,95.83%,24,
CHEMOECOLOGY,0937-7409,1423-0445,"ECOLOGY - SCIE","1,194",1.725,"Q3",0.46,17.07%,2.289,1.650,0.429,0.00059,0.12497,0.508,19.123,40,12.3,11.9,95.24%,42,
RUSSIAN JOURNAL OF ECOLOGY,1067-4136,1608-3334,"ECOLOGY - SCIE","1,170",0.684,"Q4",0.18,0.00%,0.841,0.538,0.058,0.00074,0.15628,0.174,6.928,68,13.7,9.8,98.55%,69,
RANGELAND JOURNAL,1036-9872,1834-7541,"ECOLOGY - SCIE","1,150",1.090,"Q4",0.43,20.57%,1.510,0.780,0.634,0.00073,0.15428,0.274,13.554,36,9.2,7.5,87.80%,41,
INTERCIENCIA,0378-1844,0378-1844,"ECOLOGY - SCIE","1,105",0.396,"Q4",0.09,0.00%,0.394,0.353,0.114,0.00050,0.10548,0.088,2.108,69,10.5,11.8,98.57%,70,
TROPICAL ECOLOGY,0564-3295,2661-8982,"ECOLOGY - SCIE","1,074",0.850,"Q4",0.19,2.30%,1.137,0.664,0.525,0.00065,0.13650,0.216,11.145,61,12.2,9.4,100.00%,61,
Movement Ecology,2051-3933,2051-3933,"ECOLOGY - SCIE","1,011",3.600,"Q2",0.95,100.00%,4.234,3.354,1.104,0.00197,0.41327,1.244,69.578,44,9.5,4.9,91.67%,48,
Journal of Biological Dynamics,1751-3758,1751-3766,"ECOLOGY - SCIE","956",2.179,"Q3",0.67,100.00%,2.416,1.833,0.673,0.00136,0.28666,0.674,42.314,48,9.7,5.6,97.96%,49,
COMPOST SCIENCE & UTILIZATION,1065-657X,2326-2397,"ECOLOGY - SCIE","944",1.149,"Q4",0.30,1.67%,1.409,1.128,0.154,0.00030,0.06338,0.214,9.708,11,10.8,15.2,84.62%,13,
NeoBiota,1619-0033,1314-2488,"ECOLOGY - SCIE","944",3.684,"Q2",0.90,100.00%,3.863,3.253,2.269,0.00122,0.25740,0.858,77.776,73,7.9,3.0,93.59%,78,
Fire Ecology,1933-9747,1933-9747,"ECOLOGY - SCIE","934",2.738,"Q2",0.81,100.00%,2.927,2.569,0.600,0.00106,0.22318,0.755,69.266,23,10.6,7.7,92.00%,25,
NATURAL AREAS JOURNAL,0885-8608,2162-4399,"ECOLOGY - SCIE","925",0.849,"Q4",0.30,0.00%,1.258,0.808,0.324,0.00070,0.14773,0.310,15.346,34,12.4,10.4,100.00%,34,
ECOHYDROLOGY & HYDROBIOLOGY,1642-3593,2080-3397,"ECOLOGY - SCIE","920",3.215,"Q2",0.77,3.27%,2.775,3.075,1.117,0.00090,0.18941,0.520,66.007,53,10.0,4.4,88.33%,60,
NORTHEASTERN NATURALIST,1092-6194,1938-5307,"ECOLOGY - SCIE","912",0.583,"Q4",0.17,0.00%,0.785,0.545,0.227,0.00071,0.14997,0.213,7.144,75,14.1,8.8,100.00%,75,
ECOLOGICAL MANAGEMENT & RESTORATION,1442-7001,1442-8903,"ECOLOGY - SCIE","888",2.241,"Q3",0.41,4.60%,2.071,2.000,0.364,0.00074,0.15575,0.516,42.470,32,8.7,8.4,96.97%,33,
Polar Science,1873-9652,1876-4428,"ECOLOGY - SCIE","886",1.927,"Q3",0.51,8.77%,1.988,1.837,0.396,0.00143,0.30026,0.535,32.420,47,10.8,4.7,97.92%,48,
Ecological Processes,N/A,2192-1709,"ECOLOGY - SCIE","879",2.849,"Q2",0.53,100.00%,n/a,2.419,0.742,0.00109,0.22892,n/a,51.365,55,10.6,4.2,88.71%,62,
WILDLIFE MONOGRAPHS,0084-0173,1938-5455,"ECOLOGY - SCIE","857",2.600,"Q3",1.03,50.00%,4.444,2.500,0.500,0.00022,0.04788,1.233,66.676,2,13.0,27.6,100.00%,2,
SOUTHEASTERN NATURALIST,1528-7092,1938-5412,"ECOLOGY - SCIE","839",0.547,"Q4",0.14,0.00%,0.620,0.453,0.149,0.00063,0.13343,0.155,4.573,65,15.1,8.6,97.01%,67,
PLANT SPECIES BIOLOGY,0913-557X,1442-1984,"ECOLOGY - SCIE","835",1.528,"Q4",0.49,6.33%,2.000,1.083,0.372,0.00053,0.11261,0.411,30.727,43,14.0,10.5,100.00%,43,
Theoretical Ecology,1874-1738,1874-1746,"ECOLOGY - SCIE","828",1.432,"Q4",0.44,17.29%,1.620,1.311,0.508,0.00102,0.21429,0.540,21.988,59,13.5,7.3,100.00%,59,
POLISH JOURNAL OF ECOLOGY,1505-2249,N/A,"ECOLOGY - SCIE","811",0.431,"Q4",0.16,0.00%,0.803,0.415,0.036,0.00041,0.08608,0.179,2.711,27,12.1,9.7,96.43%,28,
COMMUNITY ECOLOGY,1585-8553,1588-2756,"ECOLOGY - SCIE","789",1.185,"Q4",0.27,21.28%,1.507,1.169,0.172,0.00067,0.14138,0.431,16.566,29,10.6,9.5,100.00%,29,
Remote Sensing in Ecology and Conservation,N/A,2056-3485,"ECOLOGY - SCIE","779",5.481,"Q1",1.36,100.00%,6.722,4.778,1.794,0.00146,0.30708,1.467,83.067,61,6.8,2.9,100.00%,61,
POLAR RECORD,0032-2474,1475-3057,"ECOLOGY - SCIE","760",0.658,"Q4",0.24,17.92%,0.912,0.592,0.400,0.00059,0.12453,0.253,4.531,29,7.2,9.3,96.67%,30,
PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,0370-047X,N/A,"ECOLOGY - SCIE","752",0.941,"Q4",0.24,0.00%,0.553,0.824,0.182,0.00004,0.00966,0.118,14.925,11,9.6,73.6,100.00%,11,
NORTHWEST SCIENCE,0029-344X,2161-9859,"ECOLOGY - SCIE","731",0.588,"Q4",0.18,0.00%,0.752,0.569,0.286,0.00031,0.06597,0.205,5.723,14,12.9,19.6,100.00%,14,
WESTERN NORTH AMERICAN NATURALIST,1527-0904,1944-8341,"ECOLOGY - SCIE","723",0.569,"Q4",0.18,0.00%,0.633,0.491,0.150,0.00039,0.08229,0.143,6.009,80,15.2,11.3,100.00%,80,
Contemporary Problems of Ecology,1995-4255,1995-4263,"ECOLOGY - SCIE","711",0.771,"Q4",0.18,0.00%,0.758,0.654,0.192,0.00068,0.14271,0.151,8.735,78,13.2,6.2,100.00%,78,
AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,1022-0119,1727-9380,"ECOLOGY - SCIE","696",1.293,"Q4",0.38,3.16%,1.623,1.224,1.378,0.00047,0.09884,0.332,13.968,36,11.7,7.1,97.30%,37,
Ecosystem Health and Sustainability,2096-4129,2332-8878,"ECOLOGY - SCIE","688",2.792,"Q2",0.55,100.00%,n/a,2.688,0.891,0.00150,0.31519,n/a,48.281,53,6.8,4.0,96.36%,55,
POLISH POLAR RESEARCH,0138-0338,2081-8262,"ECOLOGY - SCIE","685",1.308,"Q4",0.40,100.00%,1.470,1.179,0.308,0.00037,0.07812,0.315,15.594,13,12.2,9.8,100.00%,13,
VIE ET MILIEU-LIFE AND ENVIRONMENT,0240-8759,N/A,"ECOLOGY - SCIE","639",0.236,"Q4",0.12,0.00%,0.620,0.236,0.000,0.00023,0.04960,0.162,1.134,14,15.5,16.5,100.00%,14,
PHYTOCOENOLOGIA,0340-269X,N/A,"ECOLOGY - SCIE","626",2.043,"Q3",0.52,0.00%,1.835,2.022,0.313,0.00046,0.09675,0.411,44.287,15,16.5,12.8,93.75%,16,
Landscape and Ecological Engineering,1860-1871,1860-188X,"ECOLOGY - SCIE","562",1.813,"Q3",0.56,7.37%,1.611,1.734,0.419,0.00044,0.09271,0.298,35.628,29,11.0,7.0,93.55%,31,
Ecological Restoration,1543-4060,1543-4079,"ECOLOGY - SCIE","557",1.432,"Q4",0.26,0.00%,n/a,1.318,0.211,0.00038,0.07961,n/a,21.988,19,10.8,8.9,100.00%,19,
Frontiers in Forests and Global Change,N/A,2624-893X,"ECOLOGY - ESCI","534",n/a,"n/a",1.36,100.00%,n/a,n/a,0.894,0.00116,0.24512,n/a,n/a,131,8.6,1.4,92.25%,142,
Journal of Fish and Wildlife Management,1944-687X,N/A,"ECOLOGY - SCIE","487",0.784,"Q4",0.22,0.67%,1.004,0.759,0.235,0.00079,0.16667,0.287,11.752,33,14.2,5.2,97.06%,34,
Human-Wildlife Interactions,1934-4392,1936-8046,"ECOLOGY - SCIE","454",2.119,"Q3",0.31,0.00%,1.630,1.910,0.618,0.00057,0.12036,0.382,43.178,33,10.3,4.7,97.06%,34,
NATURAL HISTORY,0028-0712,N/A,"ECOLOGY - SCIE","449",0.031,"Q4",0.01,0.00%,0.049,0.031,0.024,0.00003,0.00632,0.011,0.567,41,n/a,45.2,100.00%,41,
Ecosistemas,1697-2473,N/A,"ECOLOGY - ESCI","360",n/a,"n/a",0.20,73.85%,n/a,n/a,0.592,0.00031,0.06511,n/a,n/a,48,9.1,6.9,97.96%,49,
Arctic Science,N/A,2368-7460,"ECOLOGY - SCIE","358",2.500,"Q3",0.52,91.21%,2.930,2.290,0.759,0.00097,0.20404,0.830,41.865,27,9.7,3.0,93.10%,29,
Israel Journal of Ecology & Evolution,1565-9801,2224-4662,"ECOLOGY - SCIE","303",0.559,"Q4",0.10,2.17%,0.806,0.529,2.083,0.00022,0.04621,0.219,3.458,12,8.1,9.3,100.00%,12,
Bulletin of the Peabody Museum of Natural History,0079-032X,2162-4135,"ECOLOGY - SCIE","294",1.176,"Q4",0.36,0.00%,1.607,1.176,0.000,0.00028,0.06070,0.502,20.899,6,44.4,8.3,100.00%,6,
Tropics,0917-415X,1882-5729,"ECOLOGY - ESCI","248",n/a,"n/a",0.12,0.00%,n/a,n/a,0.154,0.00009,0.02047,n/a,n/a,13,12.9,15.3,100.00%,13,
WEB ECOLOGY,2193-3081,1399-1183,"ECOLOGY - SCIE","187",1.545,"Q4",0.40,100.00%,1.373,1.455,0.154,0.00018,0.03784,0.297,19.954,12,11.2,7.4,92.31%,13,
Arid Ecosystems,2079-0961,2079-0988,"ECOLOGY - ESCI","181",n/a,"n/a",0.12,0.00%,n/a,n/a,0.019,0.00014,0.03020,n/a,n/a,54,13.0,5.0,100.00%,54,
Russian Journal of Biological Invasions,2075-1117,2075-1125,"ECOLOGY - ESCI","172",n/a,"n/a",0.17,0.00%,n/a,n/a,0.020,0.00023,0.04919,n/a,n/a,48,12.9,3.7,96.00%,50,
Biosystems Diversity,2310-0842,2312-301X,"ECOLOGY - ESCI","161",n/a,"n/a",0.29,100.00%,n/a,n/a,0.140,0.00018,0.03893,n/a,n/a,55,9.5,2.1,96.49%,57,
Ecological Questions,1644-7298,2083-5469,"ECOLOGY - ESCI","161",n/a,"n/a",0.20,0.00%,n/a,n/a,0.375,0.00015,0.03199,n/a,n/a,23,9.6,3.5,95.83%,24,
International Journal of Ecology & Development,0972-9984,0973-7308,"ECOLOGY - ESCI","123",n/a,"n/a",0.15,0.00%,n/a,n/a,0.031,0.00013,0.02753,n/a,n/a,32,10.8,4.7,100.00%,32,
Eco mont-Journal on Protected Mountain Areas Research,2073-106X,2073-1558,"ECOLOGY - SCIE","119",0.889,"Q4",0.24,100.00%,0.766,0.722,0.176,0.00015,0.03217,0.159,13.790,17,9.3,5.1,100.00%,17,
African Journal of Wildlife Research,2410-7220,2410-8200,"ECOLOGY - SCIE","114",0.794,"Q4",0.30,0.00%,1.185,0.794,n/a,0.00026,0.05587,0.281,14.827,n/a,n/a,5.0,n/a%,n/a,
Theoretical and Applied Ecology,1995-4301,2618-8406,"ECOLOGY - ESCI","100",n/a,"n/a",0.10,0.00%,n/a,n/a,0.118,0.00006,0.01329,n/a,n/a,110,10.3,2.1,92.44%,119,
Ecologia Aplicada,1726-2216,1993-9507,"ECOLOGY - ESCI","91",n/a,"n/a",0.06,52.27%,n/a,n/a,0.125,0.00004,0.00853,n/a,n/a,16,11.5,n/a,100.00%,16,
Ambient Science,2348-5191,2348-8980,"ECOLOGY - ESCI","34",n/a,"n/a",0.02,0.00%,n/a,n/a,0.025,0.00005,0.01150,n/a,n/a,39,9.5,n/a,97.50%,40,
South of Russia-Ecology Development,1992-1098,2413-0958,"ECOLOGY - ESCI","29",n/a,"n/a",0.04,100.00%,n/a,n/a,0.051,0.00002,0.00592,n/a,n/a,55,8.3,n/a,93.22%,59,

Copyright (c) 2021 Clarivate
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use
