"Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE,SSCI Selected Categories: 'PLANT SCIENCES' Selected Category Scheme: WoS",,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
153,PHYTOPARASITICA,PHYTOPARASITICA,0334-2123,"1,406",1.137,1.058,1.239,0.125,64,10.4,11.8,0.001310,0.294,96.88,42.379,0.16092
154,JOURNAL OF PLANT NUTRITION,J PLANT NUTR,0190-4167,"5,585",1.132,1.053,1.143,0.264,231,13.4,11.5,0.002650,0.203,93.07,34.402,0.32397
155,PLANT PROTECTION SCIENCE,PLANT PROTECT SCI,1212-2580,460,1.130,1.087,1.361,0.147,34,6.0,12.0,0.000630,0.304,91.18,37.592,0.07765
156,Plant Ecology and Evolution,PLANT ECOL EVOL,2032-3913,421,1.119,0.985,1.222,0.196,46,5.6,13.6,0.000840,0.362,91.30,33.547,0.10321
157,TURKISH JOURNAL OF BOTANY,TURK J BOT,1300-008X,"1,296",1.109,0.984,1.165,0.222,72,7.0,12.3,0.001250,0.244,95.83,33.120,0.15273
158,SYSTEMATIC BOTANY,SYST BOT,0363-6445,"2,507",1.101,0.970,1.175,0.253,91,12.7,12.6,0.002370,0.396,100.00,23.846,0.28963
159,GENETIC RESOURCES AND CROP EVOLUTION,GENET RESOUR CROP EV,0925-9864,"3,471",1.071,1.006,1.319,0.242,128,9.8,11.9,0.002310,0.281,96.88,35.638,0.28219
160,NOVA HEDWIGIA,NOVA HEDWIGIA,0029-5035,"1,710",1.065,1.000,0.912,0.403,67,13.5,13.0,0.001270,0.263,100.00,31.838,0.15572
161,ACTA BOTANICA CROATICA,ACTA BOT CROAT,0365-0588,438,1.051,1.034,1.169,0.261,23,6.8,12.3,0.000480,0.241,100.00,31.410,0.05944
162,Acta Botanica Brasilica,ACTA BOT BRAS,0102-3306,"1,616",1.048,0.972,1.072,0.187,75,9.9,11.1,0.001130,0.249,94.67,30.983,0.13795
162,Botany Letters,BOT LETT,2381-8107,165,1.048,0.952,1.074,0.833,42,1.9,13.8,0.000470,0.309,100.00,30.983,0.05751
164,Comparative Cytogenetics,COMP CYTOGENET,1993-0771,337,1.036,0.723,1.049,0.194,31,4.6,11.9,0.000580,0.229,96.77,28.130,0.07188
165,GRANA,GRANA,0017-3134,"1,145",1.015,0.909,1.023,0.500,36,19.2,16.1,0.000430,0.267,97.22,29.701,0.05311
166,Phytotaxa,PHYTOTAXA,1179-3155,"4,977",1.007,0.684,1.056,0.280,807,3.6,19.1,0.011710,0.239,99.50,29.274,1.42896
167,ACTA SOCIETATIS BOTANICORUM POLONIAE,ACTA SOC BOT POL,0001-6977,845,1.000,0.902,1.086,0.290,31,9.2,10.8,0.000750,0.272,96.77,28.846,0.09231
167,TUEXENIA,TUEXENIA,0722-494X,252,1.000,0.617,0.982,0.684,19,6.4,12.9,0.000270,0.203,100.00,28.846,0.03408
169,AUSTRALIAN SYSTEMATIC BOTANY,AUST SYST BOT,1030-1887,751,0.985,0.923,1.144,0.966,29,14.3,12.9,0.000700,0.400,96.55,17.496,0.08559
170,JOURNAL OF GENERAL PLANT PATHOLOGY,J GEN PLANT PATHOL,1345-2630,"1,050",0.974,0.846,1.139,0.228,57,9.4,10.5,0.000980,0.271,89.47,27.564,0.11995
171,JOURNAL OF APPLIED BOTANY AND FOOD QUALITY,J APPL BOT FOOD QUAL,1439-040X,630,0.953,0.895,1.308,0.163,49,6.5,9.1,0.000620,0.230,93.88,27.137,0.07571
172,Botanical Sciences,BOT SCI,2007-4298,351,0.935,0.772,0.978,0.055,55,4.4,12.5,0.000720,0.209,96.36,26.709,0.08807
173,Brazilian Journal of Botany,BRAZ J BOT,0100-8404,"1,502",0.930,0.856,1.011,0.061,66,11.3,11.4,0.001210,0.212,98.48,26.282,0.14819
174,ISRAEL JOURNAL OF PLANT SCIENCES,ISR J PLANT SCI,0792-9978,526,0.906,0.849,1.026,0.182,22,12.4,15.1,0.000300,0.207,100.00,25.855,0.03736
175,Invasive Plant Science and Management,INVAS PLANT SCI MANA,1929-7291,655,0.905,0.730,1.218,0.100,30,7.2,10.4,0.000680,0.277,93.33,25.427,0.08393
176,Plant Biotechnology,PLANT BIOTECHNOL-NAR,1342-4580,994,0.901,0.741,1.137,0.000,38,8.6,9.6,0.000930,0.296,94.74,14.583,0.11353
177,WEED BIOLOGY AND MANAGEMENT,WEED BIOL MANAG,1444-6162,508,0.892,0.892,1.158,0.091,11,10.6,13.9,0.000360,0.285,90.91,28.495,0.04437
178,Willdenowia,WILLDENOWIA,0511-9618,618,0.887,0.790,1.059,0.139,36,12.1,15.6,0.000750,0.353,100.00,24.145,0.09243
179,Plant Genetic Resources-Characterization and Utilization,PLANT GENET RESOUR-C,1479-2621,676,0.869,0.846,0.813,0.261,69,8.4,11.1,0.000660,0.184,100.00,23.718,0.08165
180,CANADIAN JOURNAL OF PLANT SCIENCE,CAN J PLANT SCI,0008-4220,"4,249",0.850,0.768,1.065,0.237,93,16.3,11.0,0.001940,0.251,98.92,25.656,0.23775
181,KEW BULLETIN,KEW BULL,0075-5974,"1,428",0.843,0.686,0.714,0.188,69,20.2,18.2,0.000800,0.236,100.00,22.863,0.09761
182,Acta Phytotaxonomica et Geobotanica,ACTA PHYTOTAX GEOBOT,1346-7565,186,0.837,0.721,Not Available,0.318,22,9.3,16.4,0.000250,Not Available,95.45,22.436,0.03050
183,Journal of Essential Oil Bearing Plants,J ESSENT OIL BEAR PL,0972-060X,"1,413",0.824,0.662,0.840,0.259,112,5.3,10.0,0.001340,0.115,100.00,22.009,0.16398
184,BLUMEA,BLUMEA,0006-5196,546,0.809,0.723,0.642,0.261,23,16.4,30.2,0.000290,0.223,100.00,21.581,0.03647
185,Czech Journal of Genetics and Plant Breeding,CZECH J GENET PLANT,1212-1975,344,0.800,0.740,0.859,0.160,25,8.2,10.8,0.000280,0.165,92.00,22.940,0.03437
185,PAKISTAN JOURNAL OF BOTANY,PAK J BOT,0556-3321,"4,772",0.800,0.545,0.859,0.290,276,8.2,11.0,0.002330,0.114,100.00,21.154,0.28446
187,JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,J PLANT BIOCHEM BIOT,0971-7811,649,0.773,0.732,0.935,0.531,49,6.5,10.2,0.000620,0.190,93.88,12.254,0.07626
188,ACTA AMAZONICA,ACTA AMAZON,0044-5967,"1,583",0.768,0.705,1.180,0.208,48,12.7,11.1,0.000870,0.283,100.00,19.521,0.10692
189,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,COMMUN SOIL SCI PLAN,0010-3624,"6,051",0.767,0.691,0.887,0.225,213,16.1,11.7,0.002320,0.154,97.65,13.369,0.28378
190,NEW ZEALAND JOURNAL OF BOTANY,NEW ZEAL J BOT,0028-825X,"1,051",0.761,0.627,1.090,0.545,22,20.2,13.8,0.000590,0.303,100.00,19.017,0.07278
191,NORDIC JOURNAL OF BOTANY,NORD J BOT,0107-055X,"1,496",0.734,0.656,0.715,0.144,104,10.2,14.6,0.001530,0.218,100.00,18.590,0.18706
192,Indian Journal of Traditional Knowledge,INDIAN J TRADIT KNOW,0972-5938,"1,068",0.731,0.552,0.802,0.154,104,7.9,9.8,0.000830,0.134,99.04,18.162,0.10212
193,GAYANA BOTANICA,GAYANA BOT,0717-6643,301,0.705,0.689,0.531,0.143,14,8.5,16.8,0.000290,0.132,92.86,17.735,0.03598
194,Acta Botanica Mexicana,ACTA BOT MEX,0187-7151,482,0.691,0.500,0.815,0.333,60,8.0,12.0,0.000310,0.164,98.33,17.308,0.03814
195,ANALES DEL JARDIN BOTANICO DE MADRID,AN JARDIN BOT MADRID,0211-1322,326,0.667,0.667,0.737,0.143,14,14.5,14.6,0.000170,0.182,100.00,16.880,0.02126
196,CRYPTOGAMIE BRYOLOGIE,CRYPTOGAMIE BRYOL,1290-0796,332,0.662,0.563,0.643,0.190,21,7.0,15.2,0.000410,0.195,95.24,16.453,0.05058
197,ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,ACTA BIOL CRACOV BOT,0001-5296,504,0.656,0.469,0.926,0.118,17,10.1,11.7,0.000230,0.170,100.00,16.026,0.02835
198,PHYTON-ANNALES REI BOTANICAE,PHYTON-ANN REI BOT A,0079-2047,346,0.654,0.538,0.347,0.000,13,18.4,17.3,0.000110,0.096,100.00,15.598,0.01401
199,BRITTONIA,BRITTONIA,0007-196X,916,0.653,0.571,0.576,0.239,46,22.5,11.7,0.000490,0.169,97.83,15.171,0.06002
200,Mediterranean Botany,MEDITERR BOT,2603-9109,13,0.647,0.647,0.647,0.095,21,Not Available,14.1,0.000020,0.133,100.00,14.744,0.00348
200,TAIWANIA,TAIWANIA,0372-333X,370,0.647,0.569,Not Available,0.123,57,8.8,13.0,0.000430,Not Available,98.25,14.744,0.05275
202,CARYOLOGIA,CARYOLOGIA,0008-7114,740,0.621,0.544,0.617,0.000,39,12.6,13.5,0.000320,0.107,100.00,9.346,0.04017
203,JOURNAL OF AQUATIC PLANT MANAGEMENT,J AQUAT PLANT MANAGE,0146-6623,564,0.606,0.424,0.833,0.071,14,15.8,15.1,0.000220,0.176,100.00,12.155,0.02766
204,HERZOGIA,HERZOGIA,0018-0971,274,0.604,0.425,0.622,0.000,38,5.3,12.7,0.000440,0.148,100.00,13.034,0.05487
205,Journal of Plant Registrations,J PLANT REGIST,1936-5209,639,0.590,0.403,0.798,0.282,78,6.6,11.8,0.000630,0.149,100.00,14.270,0.07741
206,AMERICAN FERN JOURNAL,AM FERN J,0002-8444,396,0.586,0.517,0.542,0.714,14,18.5,10.5,0.000150,0.173,100.00,12.179,0.01919
207,ANNALES BOTANICI FENNICI,ANN BOT FENN,0003-3847,861,0.574,0.436,0.648,0.184,49,12.8,16.7,0.000640,0.195,97.96,11.752,0.07846
208,JOURNAL OF THE TORREY BOTANICAL SOCIETY,J TORREY BOT SOC,1095-5674,702,0.573,0.547,0.753,0.100,30,12.7,15.6,0.000480,0.219,100.00,11.325,0.05878
209,MAYDICA,MAYDICA,0025-6153,682,0.571,0.536,0.660,0.063,16,14.0,10.8,0.000270,0.137,93.75,12.866,0.03343
210,Bradleya,BRADLEYA,0265-086X,147,0.563,0.250,0.439,0.355,31,7.9,26.0,0.000180,0.131,100.00,10.470,0.02307
211,INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,INDIAN J GENET PL BR,0019-5200,629,0.554,0.378,0.492,0.111,45,11.2,12.6,0.000490,0.094,100.00,10.043,0.06048
212,Bangladesh Journal of Plant Taxonomy,BANGL J PLANT TAXON,1028-2092,168,0.527,0.291,0.560,0.071,28,6.4,16.4,0.000170,0.106,100.00,9.615,0.02194
213,ADANSONIA,ADANSONIA,1280-8571,191,0.519,0.444,0.429,0.154,13,15.2,30.2,0.000160,0.160,100.00,9.188,0.02070
214,Wulfenia,WULFENIA,1561-882X,151,0.512,0.419,1.000,0.200,15,4.9,12.7,0.000180,0.151,100.00,8.761,0.02216
215,SEED SCIENCE AND TECHNOLOGY,SEED SCI TECHNOL,0251-0952,"1,388",0.500,0.464,0.641,1.000,33,15.0,9.2,0.000480,0.142,100.00,7.280,0.05921
216,ACTA BIOLOGICA COLOMBIANA,ACTA BIOL COLOMB,1900-1649,288,0.471,0.414,Not Available,0.059,51,6.0,10.2,0.000350,Not Available,92.16,7.673,0.04282
217,Botanica Serbica,BOT SERB,1821-2158,138,0.460,0.420,Not Available,0.000,20,6.7,12.3,0.000170,Not Available,100.00,7.479,0.02134
217,Planta Daninha,PLANTA DANINHA,0100-8358,"1,269",0.460,0.293,0.708,0.060,149,9.1,10.6,0.000580,0.092,96.64,7.479,0.07172
219,HASELTONIA,HASELTONIA,1070-0048,111,0.457,0.457,0.645,0.000,6,6.4,15.4,0.000280,0.299,100.00,6.624,0.03501
220,NOVON,NOVON,1055-3177,589,0.453,0.314,0.430,0.281,32,13.0,18.7,0.000340,0.114,93.75,6.197,0.04253
221,IHERINGIA SERIE BOTANICA,IHERINGIA SER BOT,****-****,155,0.443,0.392,0.394,0.067,15,6.5,11.7,0.000200,0.091,100.00,5.769,0.02511
222,Annali di Botanica,ANN BOT-COENOL PLANT,0365-0812,113,0.412,0.294,Not Available,0.111,9,6.3,12.1,0.000110,Not Available,100.00,3.143,0.01399
223,TELOPEA,TELOPEA,0312-9764,244,0.400,0.291,0.328,0.250,4,13.0,15.0,0.000260,0.105,75.00,4.915,0.03188
224,CASTANEA,CASTANEA,0008-7475,393,0.389,0.361,0.433,0.045,22,18.7,15.9,0.000160,0.133,100.00,4.487,0.01990
225,Boletin de la Sociedad Argentina de Botanica,B SOC ARGENT BOT,1851-2372,487,0.383,0.283,0.497,0.043,46,11.8,13.8,0.000360,0.100,100.00,4.060,0.04401
226,PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,PHYTON-INT J EXP BOT,1851-5657,294,0.329,0.304,0.373,0.400,30,8.3,8.4,0.000160,0.056,96.67,3.632,0.02001
227,CALDASIA,CALDASIA,0366-5232,368,0.317,0.317,0.443,0.346,26,12.9,11.9,0.000210,0.123,100.00,2.942,0.02661
228,Lazaroa,LAZAROA,0210-9778,134,0.300,0.300,0.478,Not Available,0,12.4,Not Available,0.000040,0.086,Not Available,2.778,0.00608
229,CANDOLLEA,CANDOLLEA,0373-2967,320,0.273,0.200,0.340,0.000,21,23.5,23.7,0.000210,0.120,100.00,2.350,0.02671
229,PHYTOPROTECTION,PHYTOPROTECTION,0031-9511,124,0.273,0.273,0.200,Not Available,0,22.0,Not Available,0.000010,0.044,Not Available,2.350,0.00169
231,Gorteria,GORTERIA,0017-2294,45,0.263,0.158,0.276,0.286,7,Not Available,19.7,0.000050,0.073,100.00,1.496,0.00653
232,BANGLADESH JOURNAL OF BOTANY,BANGL J BOT,0253-5416,330,0.209,0.192,0.263,0.028,141,5.4,11.2,0.000400,0.050,100.00,1.068,0.04968
233,RHODORA,RHODORA,0035-4902,353,0.190,0.167,0.314,0.273,11,34.8,11.0,0.000090,0.075,72.73,0.641,0.01211
234,Zeitschrift fur Arznei- & Gewurzpflanzen,Z ARZNEI- GEWURZPFLA,1431-9292,38,0.075,0.057,0.136,0.000,19,Not Available,10.2,0.000020,0.022,94.74,0.214,0.00346
Copyright © 2020 Clarivate Analytics,,,,,,,,,,,,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,,,,,,,,,,,,
