"Journal Data Filtered By:  Selected Categories: ZOOLOGY Selected Editions: SCIE Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index
"Zoological Letters","ZOOL LETT","2056-306X","2056-306X","ZOOLOGY - SCIE","517","2.7","Q1","1.51","100"%," 15/177 ","3.1","Q1","2.7","0.4",
"ISJ-Invertebrate Survival Journal","ISJ-INVERT SURVIV J","1824-307X","N/A","ZOOLOGY - SCIE","517","0.7","Q4","0.24","0"%," 143/177 ","0.9","Q3","0.7","0.8",
"ZOOSYSTEMA","ZOOSYSTEMA","1280-9551","1638-9387","ZOOLOGY - SCIE","512","1","Q3","0.69","0"%," 109/177 ","0.9","Q3","0.9","<0.1",
"MAMMAL STUDY","MAMM STUDY","1343-4152","1348-6160","ZOOLOGY - SCIE","501","1","Q3","0.46","0"%," 109/177 ","0.9","Q3","0.8","0.3",
"ACTA ETHOLOGICA","ACTA ETHOL","0873-9749","1437-9546","ZOOLOGY - SCIE","491","1.1","Q3","0.5","13.89"%," 103/177 ","1","Q3","1.1","0.4",
"AMERICAN MALACOLOGICAL BULLETIN","AM MALACOL BULL","0740-2783","2162-2698","ZOOLOGY - SCIE","482","0.5","Q4","0.22","0"%," 161/177 ","0.9","Q3","0.3","<0.1",
"RUSSIAN JOURNAL OF HERPETOLOGY","RUSS J HERPETOL","1026-2296","1026-2296","ZOOLOGY - SCIE","475","0.7","Q4","0.39","0"%," 143/177 ","0.6","Q4","0.7","0.2",
"North-Western Journal of Zoology","NORTH-WEST J ZOOL","1584-9074","1842-6441","ZOOLOGY - SCIE","473","0.7","Q4","0.35","0"%," 143/177 ","0.8","Q4","0.7","<0.1",
"South American Journal of Herpetology","S AM J HERPETOL","1808-9798","N/A","ZOOLOGY - SCIE","443","0.9","Q3","0.63","0"%," 124/177 ","1.4","Q2","0.9","0.2",
"NEMATROPICA","NEMATROPICA","0099-5444","2220-5608","ZOOLOGY - SCIE","442","0.5","Q4","0.22","0"%," 161/177 ","0.6","Q4","0.3","0.2",
"Redia-Journal of Zoology","REDIA","0370-4327","0370-4327","ZOOLOGY - SCIE","436","0.5","Q4","0.26","93.15"%," 161/177 ","0.5","Q4","0.4","<0.1",
"Vertebrate Zoology","VERTEBR ZOOL","1864-5755","N/A","ZOOLOGY - SCIE","431","2.1","Q1","1.28","66.17"%," 39/177 ","1.9","Q2","1.7","0.8",
"ACTA BIOLOGICA COLOMBIANA","ACTA BIOL COLOMB","0120-548X","1900-1649","ZOOLOGY - SCIE","420","0.6","Q4","0.19","98.04"%," 155/177 ","0.6","Q4","0.6","0.1",
"CALDASIA","CALDASIA","0366-5232","2357-3759","ZOOLOGY - SCIE","413","0.6","Q4","0.23","96.43"%," 155/177 ","0.6","Q4","0.5","0.2",
"BELGIAN JOURNAL OF ZOOLOGY","BELG J ZOOL","0777-6276","2295-0451","ZOOLOGY - SCIE","411","1","Q3","0.52","100"%," 109/177 ","0.9","Q3","1","0.5",
"Comparative Cytogenetics","COMP CYTOGENET","1993-0771","1993-078X","ZOOLOGY - SCIE","410","1","Q3","0.38","93.67"%," 109/177 ","1","Q3","1","0.4",
"ANNALS OF CARNEGIE MUSEUM","ANN CARNEGIE MUS","0097-4463","1943-6300","ZOOLOGY - SCIE","408","1.1","Q3","0.56","0"%," 103/177 ","1","Q3","0.9","<0.1",
"Comparative Parasitology","COMP PARASITOL","1525-2647","1938-2952","ZOOLOGY - SCIE","403","0.5","Q4","0.22","0"%," 161/177 ","0.6","Q4","0.5","<0.1",
"Nauplius","NAUPLIUS","0104-6497","2358-2936","ZOOLOGY - SCIE","393","0.7","Q4","0.29","96.21"%," 143/177 ","0.9","Q3","0.6","0.1",
"Asian Herpetological Research","ASIAN HERPETOL RES","2095-0357","2095-0357","ZOOLOGY - SCIE","389","1.4","Q2","0.76","0"%," 77/177 ","1.4","Q2","1.3","0.4",
"NAUTILUS","NAUTILUS","0028-1344","0028-1344","ZOOLOGY - SCIE","389","0.4","Q4","0.14","0"%," 167/177 ","0.9","Q3","0.4","0.2",
"Zoosystematics and Evolution","ZOOSYST EVOL","1860-0743","1860-0743","ZOOLOGY - SCIE","370","2","Q1","1.02","99.04"%," 41/177 ","1.4","Q2","1.9","0.4",
"Integrative Organismal Biology","INTEGR ORGANISM BIOL","N/A","2517-4843","ZOOLOGY - SCIE","367","1.9","Q2","0.8","94.12"%," 47/177 ","2.7","Q1","1.8","0.6",
"MOLLUSCAN RESEARCH","MOLLUSCAN RES","1323-5818","1448-6067","ZOOLOGY - SCIE","362","1","Q3","0.4","2.06"%," 109/177 ","0.9","Q3","0.9","0.1",
"HERPETOLOGICAL MONOGRAPHS","HERPETOL MONOGR","0733-1347","1938-5137","ZOOLOGY - SCIE","351","2.5","Q1","1.03","0"%," 20/177 ","1.7","Q2","2.5","<0.1",
"CALIFORNIA FISH AND GAME","CALIF FISH GAME","0008-1078","2331-0405","ZOOLOGY - SCIE","333","0.4","Q4","0.16","53.97"%," 167/177 ","0.4","Q4","0.4","N/A",
"AMPHIBIAN & REPTILE CONSERVATION","AMPHIB REPTILE CONSE","1083-446X","1525-9153","ZOOLOGY - SCIE","310","1","Q3","0.59","0"%," 109/177 ","1.1","Q3","0.9","0.2",
"TROPICAL ZOOLOGY","TROP ZOOL","0394-6975","1970-9528","ZOOLOGY - SCIE","307","0.9","Q3","0.39","95"%," 124/177 ","0.6","Q4","0.9","<0.1",
"Acta Herpetologica","ACTA HERPETOL","1827-9635","1827-9643","ZOOLOGY - SCIE","300","0.8","Q4","0.41","62.75"%," 133/177 ","0.8","Q4","0.7","0.1",
"SPIXIANA","SPIXIANA","0341-8391","N/A","ZOOLOGY - SCIE","296","0.4","Q4","0.15","0"%," 167/177 ","0.5","Q4","0.4","0.1",
"HERPETOZOA","HERPETOZOA","1013-4425","1013-4425","ZOOLOGY - SCIE","284","0.9","Q3","0.53","94.44"%," 124/177 ","0.9","Q3","0.8","0.1",
"GAYANA","GAYANA","0717-6538","0717-6538","ZOOLOGY - SCIE","250","0.1","Q4","0.18","35.14"%," 177/177 ","0.4","Q4","0.1","<0.1",
"RUSSIAN JOURNAL OF NEMATOLOGY","RUSS J NEMATOL","0869-6918","0869-6918","ZOOLOGY - SCIE","244","0.8","Q4","0.31","0"%," 133/177 ","0.7","Q4","0.8","0.1",
"PHYLLOMEDUSA","PHYLLOMEDUSA","1519-1397","2316-9079","ZOOLOGY - SCIE","232","0.4","Q4","0.26","80.52"%," 167/177 ","0.6","Q4","0.3","<0.1",
"Subterranean Biology","SUBTERR BIOL","1768-1448","1314-2615","ZOOLOGY - SCIE","229","1.1","Q3","0.52","98.84"%," 103/177 ","N/A","N/A","0.9","0.4",
"PACHYDERM","PACHYDERM","1026-2881","N/A","ZOOLOGY - SCIE","226","0.6","Q4","0.01","3.33"%," 155/177 ","0.6","Q4","0.6","N/A",
"JOURNAL OF CONCHOLOGY","J CONCHOL","0022-0019","N/A","ZOOLOGY - SCIE","226","0.3","Q4","0.18","0"%," 173/177 ","0.4","Q4","0.3","N/A",
"BMC Zoology","BMC ZOOL","N/A","2056-3132","ZOOLOGY - SCIE","215","1.6","Q2","0.84","0.91"%," 63/177 ","1.9","Q2","1.5","0.4",
"CURRENT HERPETOLOGY","CURR HERPETOL","1345-5834","1881-1019","ZOOLOGY - SCIE","215","0.7","Q4","0.42","0"%," 143/177 ","0.8","Q4","0.6","0.1",
"AFRICAN INVERTEBRATES","AFR INVERTEBR","1681-5556","2305-2562","ZOOLOGY - SCIE","209","0.3","Q4","0.28","96.77"%," 173/177 ","0.5","Q4","0.3","0.1",
"AFRICAN JOURNAL OF HERPETOLOGY","AFR J HERPETOL","2156-4574","2153-3660","ZOOLOGY - SCIE","208","1.5","Q2","0.61","2.63"%," 70/177 ","1.2","Q3","1.4","0.5",
"RUSSIAN JOURNAL OF THERIOLOGY","RUSS J THERIOL","1682-3559","N/A","ZOOLOGY - SCIE","173","0.6","Q4","0.28","80.65"%," 155/177 ","0.7","Q4","0.4","<0.1",
"African Journal of Wildlife Research","AFR J WILDL RES","2410-7220","2410-8200","ZOOLOGY - SCIE","148","0.9","Q3","0.35","0"%," 124/177 ","0.9","Q3","0.9","<0.1",
"Ichthyology and Herpetology","ICHTHYOL HERPETOL","2766-1512","2766-1520","ZOOLOGY - SCIE","143","1.5","Q2","0.91","26.12"%," 70/177 ","1.5","Q2","1.4","0.5",
"Journal of Vertebrate Biology","J VERTEBR BIOL","2694-7684","2694-7684","ZOOLOGY - SCIE","135","1.5","Q2","0.99","99.14"%," 70/177 ","1.5","Q2","1.5","0.3",
"California Fish and Wildlife Journal","CALIF FISH WILDL J","2689-419X","2689-4203","ZOOLOGY - SCIE","11","0.5","Q4","0.2","50"%," 161/177 ","N/A","N/A","0.5","0.3",

Copyright (c) 2023 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
