"Journal Data Filtered By:  Selected Categories: ECOLOGY Selected Editions: SCIE Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index
"INTERCIENCIA","INTERCIENCIA","0378-1844","0378-1844","ECOLOGY - SCIE","1,018","0.4","Q4","0.09","0"%," 165/171 ","0.5","Q4","0.3","0.1",
"ECOLOGICAL MANAGEMENT & RESTORATION","ECOL MANAG RESTOR","1442-7001","1442-8903","ECOLOGY - SCIE","993","1.5","Q4","0.6","9.6"%," 131/171 ","1.8","Q3","1.5","1.5",
"Plants People Planet","PLANTS PEOPLE PLANET","N/A","2572-2611","ECOLOGY - SCIE","980","5.1","Q1","1.13","89.09"%," 27/171 ","5.2","Q1","4.8","0.6",
"Theoretical Ecology","THEOR ECOL-NETH","1874-1738","1874-1746","ECOLOGY - SCIE","912","1.6","Q3","0.43","30.7"%," 125/171 ","1.5","Q4","1.5","0.3",
"PLANT SPECIES BIOLOGY","PLANT SPEC BIOL","0913-557X","1442-1984","ECOLOGY - SCIE","882","1.4","Q4","0.38","11.21"%," 133/171 ","1.6","Q4","1.2","0.3",
"WILDLIFE MONOGRAPHS","WILDLIFE MONOGR","0084-0173","1938-5455","ECOLOGY - SCIE","876","4.4","Q1","2.1","33.33"%," 41/171 ","4.3","Q1","4.4","<0.1",
"Landscape and Ecological Engineering","LANDSC ECOL ENG","1860-1871","1860-188X","ECOLOGY - SCIE","868","2","Q3","0.53","6.92"%," 103/171 ","2.2","Q3","1.9","0.7",
"COMMUNITY ECOLOGY","COMMUNITY ECOL","1585-8553","1588-2756","ECOLOGY - SCIE","856","1.7","Q3","0.38","15.15"%," 120/171 ","1.8","Q3","1.6","0.3",
"NORTHEASTERN NATURALIST","NORTHEAST NAT","1092-6194","1938-5307","ECOLOGY - SCIE","838","0.4","Q4","0.12","0"%," 165/171 ","0.5","Q4","0.4","0.1",
"SOUTHEASTERN NATURALIST","SOUTHEAST NAT","1528-7092","1938-5412","ECOLOGY - SCIE","833","0.6","Q4","0.15","0"%," 160/171 ","0.6","Q4","0.5","0.1",
"NATURAL AREAS JOURNAL","NAT AREA J","0885-8608","2162-4399","ECOLOGY - SCIE","821","0.9","Q4","0.29","0"%," 149/171 ","0.9","Q4","0.8","<0.1",
"Animal Biotelemetry","ANIM BIOTELEM","N/A","2050-3385","ECOLOGY - SCIE","814","2.7","Q2","0.74","100"%," 75/171 ","N/A","N/A","2.4","0.4",
"Contemporary Problems of Ecology","CONTEMP PROBL ECOL+","1995-4255","1995-4263","ECOLOGY - SCIE","802","0.8","Q4","0.18","0.4"%," 151/171 ","0.8","Q4","0.7","0.1",
"POLAR RECORD","POLAR REC","0032-2474","1475-3057","ECOLOGY - SCIE","791","0.8","Q4","0.17","43.88"%," 151/171 ","1.1","Q4","0.6","0.6",
"WESTERN NORTH AMERICAN NATURALIST","WEST N AM NATURALIST","1527-0904","1944-8341","ECOLOGY - SCIE","736","0.6","Q4","0.14","0"%," 160/171 ","0.5","Q4","0.5","0.1",
"NORTHWEST SCIENCE","NORTHWEST SCI","0029-344X","2161-9859","ECOLOGY - SCIE","701","0.4","Q4","0.15","0"%," 165/171 ","0.6","Q4","0.4","<0.1",
"POLISH JOURNAL OF ECOLOGY","POL J ECOL","1505-2249","N/A","ECOLOGY - SCIE","688","0.5","Q4","0.13","0"%," 164/171 ","0.8","Q4","0.5","<0.1",
"AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE","AFR J RANGE FOR SCI","1022-0119","1727-9380","ECOLOGY - SCIE","687","1.4","Q4","0.37","12.17"%," 133/171 ","1.6","Q4","1.2","0.8",
"Arctic Science","ARCT SCI","N/A","2368-7460","ECOLOGY - SCIE","673","3.3","Q2","0.66","94.24"%," 59/171 ","3","Q2","2.9","1.8",
"PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES","P LINN SOC N S W","0370-047X","N/A","ECOLOGY - SCIE","652","0.4","Q4","0.13","0"%," 165/171 ","0.4","Q4","0.4","<0.1",
"VIE ET MILIEU-LIFE AND ENVIRONMENT","VIE MILIEU","0240-8759","N/A","ECOLOGY - SCIE","594","0.7","Q4","0.16","0"%," 156/171 ","0.7","Q4","0.7","<0.1",
"POLISH POLAR RESEARCH","POL POLAR RES","0138-0338","2081-8262","ECOLOGY - SCIE","592","1.3","Q4","0.35","0"%," 139/171 ","1.2","Q4","1.2","0.1",
"PHYTOCOENOLOGIA","PHYTOCOENOLOGIA","0340-269X","2363-7153","ECOLOGY - SCIE","583","1","Q4","0.34","0"%," 147/171 ","1.6","Q4","1","0.2",
"Ecological Restoration","ECOL RESTOR","1543-4060","1543-4079","ECOLOGY - SCIE","570","1.6","Q3","0.41","9.62"%," 125/171 ","1.3","Q4","1.4","0.8",
"Journal of Fish and Wildlife Management","J FISH WILDL MANAG","1944-687X","1944-687X","ECOLOGY - SCIE","567","0.7","Q4","0.2","97.45"%," 156/171 ","0.9","Q4","0.7","0.3",
"BMC Ecology and Evolution","BMC ECOL EVOL","N/A","2730-7182","ECOLOGY - SCIE","562","2.2","Q3","0.65","99.72"%," 97/171 ","2.2","Q3","2.1","0.7",
"Food Webs","FOOD WEBS","2352-2496","2352-2496","ECOLOGY - SCIE","519","1.7","Q3","0.46","22.22"%," 120/171 ","N/A","N/A","1.6","0.3",
"Human-Wildlife Interactions","HUM-WILDL INTERACT","1934-4392","2155-3874","ECOLOGY - SCIE","423","0.8","Q4","0.32","0"%," 151/171 ","1.3","Q4","0.8","1",
"NATURAL HISTORY","NAT HIST","0028-0712","N/A","ECOLOGY - SCIE","386","0.1","Q4","0","0"%," 171/171 ","0.1","Q4","0.1","0.1",
"Bulletin of the Peabody Museum of Natural History","B PEABODY MUS NAT HI","0079-032X","2162-4135","ECOLOGY - SCIE","284","1.3","Q4","0.34","0"%," 139/171 ","1.8","Q3","1.3","0.2",
"Israel Journal of Ecology & Evolution","ISR J ECOL EVOL","1565-9801","2224-4662","ECOLOGY - SCIE","279","1.2","Q4","0.26","0"%," 143/171 ","1","Q4","1.2","0.4",
"WEB ECOLOGY","WEB ECOL","2193-3081","1399-1183","ECOLOGY - SCIE","216","2.2","Q3","0.49","100"%," 97/171 ","2","Q3","2.2","0.4",
"African Journal of Wildlife Research","AFR J WILDL RES","2410-7220","2410-8200","ECOLOGY - SCIE","148","0.9","Q4","0.35","0"%," 149/171 ","0.9","Q4","0.9","<0.1",
"Eco mont-Journal on Protected Mountain Areas Research","ECO MONT","2073-106X","2073-1558","ECOLOGY - SCIE","95","0.4","Q4","0.14","98.46"%," 165/171 ","0.5","Q4","0.4","0.2",

Copyright (c) 2023 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
