"Journal Data Filtered By:  Selected Categories: PLANT SCIENCES Selected Editions: SCIE Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index
"Frontiers in Plant Science","FRONT PLANT SCI","1664-462X","1664-462X","PLANT SCIENCES - SCIE","115,049","5.6","Q1","1.24","99.5"%," 27/239 ","6.8","Q1","4.8","0.8",
"Brazilian Journal of Botany","BRAZ J BOT","0100-8404","1806-9959","PLANT SCIENCES - SCIE","1,930","1.6","Q3","0.38","3.25"%," 149/239 ","1.5","Q3","1.4","0.5",
"NORDIC JOURNAL OF BOTANY","NORD J BOT","0107-055X","1756-1051","PLANT SCIENCES - SCIE","1,886","0.9","Q4","0.25","7.93"%," 198/239 ","0.9","Q4","0.8","0.3",
"Acta Botanica Brasilica","ACTA BOT BRAS","0102-3306","1677-941X","PLANT SCIENCES - SCIE","1,841","1.1","Q4","0.32","93.95"%," 182/239 ","1.5","Q3","1","0.2",
"Rhizosphere","RHIZOSPHERE-NETH","N/A","2452-2198","PLANT SCIENCES - SCIE","1,800","3.7","Q2","1.01","6.86"%," 60/239 ","3.8","Q2","3.4","0.8",
"Indian Journal of Traditional Knowledge","INDIAN J TRADIT KNOW","0972-5938","0975-1068","PLANT SCIENCES - SCIE","1,755","0.8","Q4","0.23","0"%," 207/239 ","0.9","Q4","0.5","0.2",
"KEW BULLETIN","KEW BULL","0075-5974","1874-933X","PLANT SCIENCES - SCIE","1,741","0.9","Q4","0.25","38.89"%," 198/239 ","0.9","Q4","0.7","0.3",
"SEED SCIENCE AND TECHNOLOGY","SEED SCI TECHNOL","0251-0952","1819-5717","PLANT SCIENCES - SCIE","1,711","1.4","Q3","0.42","99.07"%," 160/239 ","1","Q4","1","0.9",
"TURKISH JOURNAL OF BOTANY","TURK J BOT","1300-008X","1303-6106","PLANT SCIENCES - SCIE","1,648","1.8","Q3","0.4","0"%," 138/239 ","1.5","Q3","1.7","0.3",
"JOURNAL OF GENERAL PLANT PATHOLOGY","J GEN PLANT PATHOL","1345-2630","1610-739X","PLANT SCIENCES - SCIE","1,637","1.2","Q3","0.33","3.81"%," 175/239 ","1.4","Q3","1.1","0.5",
"Applications in Plant Sciences","APPL PLANT SCI","2168-0450","2168-0450","PLANT SCIENCES - SCIE","1,610","3.6","Q2","0.73","73.57"%," 64/239 ","2.6","Q2","3.6","1.8",
"ACTA AMAZONICA","ACTA AMAZON","0044-5967","1809-4392","PLANT SCIENCES - SCIE","1,572","0.8","Q4","0.34","100"%," 207/239 ","1","Q4","0.8","0.1",
"PhytoKeys","PHYTOKEYS","1314-2011","1314-2003","PLANT SCIENCES - SCIE","1,567","1.4","Q3","0.38","97.46"%," 160/239 ","1.5","Q3","1.2","0.6",
"Journal of Plant Diseases and Protection","J PLANT DIS PROTECT","1861-3829","1861-3837","PLANT SCIENCES - SCIE","1,557","2","Q3","0.54","17.84"%," 122/239 ","2","Q3","1.9","0.5",
"Botanical Studies","BOT STUD","N/A","1999-3110","PLANT SCIENCES - SCIE","1,555","3.4","Q2","0.69","100"%," 69/239 ","3.7","Q2","3.3","1.1",
"BRYOLOGIST","BRYOLOGIST","0007-2745","1938-4378","PLANT SCIENCES - SCIE","1,529","0.9","Q4","0.28","0"%," 198/239 ","1","Q4","0.8","0.2",
"Plant Biotechnology","PLANT BIOTECHNOL-NAR","1342-4580","N/A","PLANT SCIENCES - SCIE","1,519","1.6","Q3","0.32","100"%," 149/239 ","1.8","Q3","1.3","0.5",
"Plant Biotechnology Reports","PLANT BIOTECHNOL REP","1863-5466","1863-5474","PLANT SCIENCES - SCIE","1,503","2.4","Q2","0.48","4.55"%," 106/239 ","2.4","Q2","2.3","0.4",
"Plant Communications","PLANT COMMUN","2590-3462","2590-3462","PLANT SCIENCES - SCIE","1,497","10.5","Q1","1.79","95.31"%," 8/239 ","10.5","Q1","9.9","3",
"Journal of Applied Research on Medicinal and Aromatic Plants","J APPL RES MED AROMA","N/A","2214-7861","PLANT SCIENCES - SCIE","1,426","3.9","Q1","0.99","2.97"%," 53/239 ","4","Q2","3.6","1",
"Tropical Plant Pathology","TROP PLANT PATHOL","1983-2052","1983-2052","PLANT SCIENCES - SCIE","1,405","2.5","Q2","0.44","4.87"%," 102/239 ","2.2","Q2","2.4","0.3",
"Records of Natural Products","REC NAT PROD","1307-6167","1307-6167","PLANT SCIENCES - SCIE","1,372","1.9","Q3","0.45","95.92"%," 129/239 ","1.8","Q3","1.4","0.5",
"Horticultural Plant Journal","HORTIC PLANT J","2095-9885","2468-0141","PLANT SCIENCES - SCIE","1,348","5.7","Q1","1.42","99.42"%," 25/239 ","5.4","Q1","4.9","2.3",
"JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY","J PLANT BIOCHEM BIOT","0971-7811","0974-1275","PLANT SCIENCES - SCIE","1,289","1.9","Q3","0.35","2.7"%," 129/239 ","1.6","Q3","1.9","0.4",
"NEW ZEALAND JOURNAL OF BOTANY","NEW ZEAL J BOT","0028-825X","1175-8643","PLANT SCIENCES - SCIE","1,289","0.9","Q4","0.28","2.88"%," 198/239 ","1","Q4","0.7","0.5",
"LICHENOLOGIST","LICHENOLOGIST","0024-2829","1096-1135","PLANT SCIENCES - SCIE","1,274","1.4","Q3","0.39","24"%," 160/239 ","1.3","Q3","1.2","0.3",
"Planta Daninha","PLANTA DANINHA","0100-8358","1806-9681","PLANT SCIENCES - SCIE","1,268","0.8","Q4","0.19","88.04"%," 207/239 ","1","Q4","0.8","N/A",
"Plant Direct","PLANT DIRECT","N/A","2475-4455","PLANT SCIENCES - SCIE","1,252","3","Q2","0.88","69.45"%," 80/239 ","3.4","Q2","2.9","0.6",
"Plant Diversity","PLANT DIVERSITY","2096-2703","2468-2659","PLANT SCIENCES - SCIE","1,221","4.8","Q1","1.11","92.94"%," 40/239 ","4.1","Q1","4.5","1.4",
"GRANA","GRANA","0017-3134","1651-2049","PLANT SCIENCES - SCIE","1,219","0.9","Q4","0.24","6.93"%," 198/239 ","0.9","Q4","0.8","0.2",
"BRITTONIA","BRITTONIA","0007-196X","1938-436X","PLANT SCIENCES - SCIE","1,195","0.9","Q4","0.24","1.41"%," 198/239 ","0.8","Q4","0.8","0.2",
"CARYOLOGIA","CARYOLOGIA","0008-7114","2165-5391","PLANT SCIENCES - SCIE","1,189","2.1","Q2","0.57","60.67"%," 117/239 ","1.6","Q3","1.6","0.2",
"PRESLIA","PRESLIA","0032-7786","2570-950X","PLANT SCIENCES - SCIE","1,131","3.4","Q2","0.96","97.73"%," 69/239 ","4.2","Q1","2.4","0.6",
"European Journal of Taxonomy","EUR J TAXON","N/A","2118-9773","PLANT SCIENCES - SCIE","1,126","1.2","Q3","0.56","97.26"%," 175/239 ","1.2","Q4","1.1","0.4",
"Plant Ecology & Diversity","PLANT ECOL DIVERS","1755-0874","1755-1668","PLANT SCIENCES - SCIE","1,098","1.5","Q3","0.52","13.16"%," 154/239 ","2.2","Q2","1.5","0.7",
"PALYNOLOGY","PALYNOLOGY","0191-6122","1558-9188","PLANT SCIENCES - SCIE","1,064","1.5","Q3","0.61","4.85"%," 154/239 ","1.4","Q3","1.1","0.4",
"ALGAE","ALGAE-SEOUL","1226-2617","2093-0860","PLANT SCIENCES - SCIE","1,053","3.2","Q2","0.72","100"%," 75/239 ","3","Q2","2.4","0.4",
"FOLIA GEOBOTANICA","FOLIA GEOBOT","1211-9520","1874-9348","PLANT SCIENCES - SCIE","1,044","1.2","Q3","0.38","14.52"%," 175/239 ","1.5","Q3","1.2","0.3",
"INDIAN JOURNAL OF GENETICS AND PLANT BREEDING","INDIAN J GENET PL BR","0019-5200","0975-6906","PLANT SCIENCES - SCIE","1,016","1","Q4","0.26","0"%," 190/239 ","1.1","Q4","0.9","0.1",
"Plant Genetic Resources-Characterization and Utilization","PLANT GENET RESOUR-C","1479-2621","1479-263X","PLANT SCIENCES - SCIE","1,014","1.1","Q4","0.3","4.58"%," 182/239 ","1.2","Q4","1.1","0.2",
"Plants People Planet","PLANTS PEOPLE PLANET","N/A","2572-2611","PLANT SCIENCES - SCIE","980","5.1","Q1","1.13","89.09"%," 33/239 ","5.2","Q1","4.8","0.6",
"ANNALES BOTANICI FENNICI","ANN BOT FENN","0003-3847","1797-2442","PLANT SCIENCES - SCIE","974","0.7","Q4","0.18","0"%," 216/239 ","0.7","Q4","0.6","0.2",
"ACTA SOCIETATIS BOTANICORUM POLONIAE","ACTA SOC BOT POL","0001-6977","2083-9480","PLANT SCIENCES - SCIE","959","1","Q4","0.29","98.59"%," 190/239 ","1.4","Q3","0.9","0.2",
"JOURNAL OF APPLIED BOTANY AND FOOD QUALITY","J APPL BOT FOOD QUAL","1439-040X","1439-040X","PLANT SCIENCES - SCIE","930","1.2","Q3","0.34","0"%," 175/239 ","1.6","Q3","1.2","0.4",
"Botanical Sciences","BOT SCI","2007-4298","2007-4476","PLANT SCIENCES - SCIE","885","1.4","Q3","0.3","87.97"%," 160/239 ","1.6","Q3","1.1","0.3",
"PLANT SPECIES BIOLOGY","PLANT SPEC BIOL","0913-557X","1442-1984","PLANT SCIENCES - SCIE","882","1.4","Q3","0.38","11.21"%," 160/239 ","1.6","Q3","1.2","0.3",
"AUSTRALIAN SYSTEMATIC BOTANY","AUST SYST BOT","1030-1887","1446-5701","PLANT SCIENCES - SCIE","868","1.6","Q3","0.44","32.14"%," 149/239 ","1.5","Q3","1.4","0.8",
"Journal of Plant Registrations","J PLANT REGIST","1936-5209","1940-3496","PLANT SCIENCES - SCIE","846","0.8","Q4","0.33","16.03"%," 207/239 ","0.9","Q4","0.5","0.3",
"JOURNAL OF BRYOLOGY","J BRYOL","0373-6687","1743-2820","PLANT SCIENCES - SCIE","838","1.9","Q3","0.47","0.99"%," 129/239 ","1.4","Q3","1.3","0.1",
"Plant Reproduction","PLANT REPROD","2194-7953","2194-7961","PLANT SCIENCES - SCIE","826","3.4","Q2","0.88","44.29"%," 69/239 ","4","Q2","3.3","0.8",
"Willdenowia","WILLDENOWIA","0511-9618","N/A","PLANT SCIENCES - SCIE","802","1.9","Q3","0.43","100"%," 129/239 ","1.2","Q4","1.8","0.4",
"PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY","PHYTON-INT J EXP BOT","0031-9457","1851-5657","PLANT SCIENCES - SCIE","795","1.7","Q3","0.39","100"%," 143/239 ","1.4","Q3","1.5","0.6",
"BLUMEA","BLUMEA","0006-5196","0373-4293","PLANT SCIENCES - SCIE","769","0.7","Q4","0.23","100"%," 216/239 ","0.9","Q4","0.6","<0.1",
"PLANT PROTECTION SCIENCE","PLANT PROTECT SCI","1212-2580","1805-9341","PLANT SCIENCES - SCIE","758","1.3","Q3","0.4","99.07"%," 170/239 ","1.5","Q3","1.2","0.7",
"Phytobiomes Journal","PHYTOBIOMES J","N/A","2471-2906","PLANT SCIENCES - SCIE","743","4.4","Q1","1.12","99.07"%," 45/239 ","4.8","Q1","4.1","1.4",
"MAYDICA","MAYDICA","0025-6153","2279-8013","PLANT SCIENCES - SCIE","725","0.6","Q4","0.11","0"%," 220/239 ","0.7","Q4","0.6","N/A",
"GM Crops & Food-Biotechnology in Agriculture and the Food Chain","GM CROPS FOOD","2164-5698","2164-5701","PLANT SCIENCES - SCIE","718","3.9","Q1","0.86","86.67"%," 53/239 ","4.3","Q1","3.5","1.7",
"Invasive Plant Science and Management","INVAS PLANT SCI MANA","1939-7291","1939-747X","PLANT SCIENCES - SCIE","700","1.1","Q4","0.28","38.82"%," 182/239 ","1.3","Q3","1","0.1",
"ISRAEL JOURNAL OF PLANT SCIENCES","ISR J PLANT SCI","0792-9978","2223-8980","PLANT SCIENCES - SCIE","677","1","Q4","0.2","13.24"%," 190/239 ","1.1","Q4","1","0.2",
"NOVON","NOVON","1055-3177","1945-6174","PLANT SCIENCES - SCIE","671","0.5","Q4","0.15","0"%," 226/239 ","0.5","Q4","0.5","<0.1",
"Journal of Berry Research","J BERRY RES","1878-5093","1878-5123","PLANT SCIENCES - SCIE","664","1.7","Q3","0.5","5"%," 143/239 ","1.8","Q3","1.5","0.2",
"Acta Botanica Mexicana","ACTA BOT MEX","N/A","2448-7589","PLANT SCIENCES - SCIE","647","0.8","Q4","0.21","93.3"%," 207/239 ","1","Q4","0.7","0.4",
"WEED BIOLOGY AND MANAGEMENT","WEED BIOL MANAG","1444-6162","1445-6664","PLANT SCIENCES - SCIE","645","1.4","Q3","0.33","4.65"%," 160/239 ","1.2","Q4","1.4","0.1",
"Plant Phenomics","PLANT PHENOMICS","2643-6515","2643-6515","PLANT SCIENCES - SCIE","642","6.5","Q1","1.59","90"%," 21/239 ","7.5","Q1","5.9","1.2",
"JOURNAL OF THE TORREY BOTANICAL SOCIETY","J TORREY BOT SOC","1095-5674","1940-0616","PLANT SCIENCES - SCIE","642","0.3","Q4","0.13","0"%," 234/239 ","0.5","Q4","0.3","0.2",
"Theoretical and Experimental Plant Physiology","THEOR EXP PLANT PHYS","2197-0025","2197-0025","PLANT SCIENCES - SCIE","635","2.6","Q2","0.61","6.19"%," 98/239 ","2.5","Q2","2.4","0.9",
"TAIWANIA","TAIWANIA","0372-333X","N/A","PLANT SCIENCES - SCIE","624","0.9","Q4","0.25","0"%," 198/239 ","0.8","Q4","0.8","0.3",
"Tropical Plant Biology","TROP PLANT BIOL","1935-9756","1935-9764","PLANT SCIENCES - SCIE","612","2","Q3","0.43","10.34"%," 122/239 ","1.9","Q3","2","0.4",
"ACTA BOTANICA CROATICA","ACTA BOT CROAT","0365-0588","1847-8476","PLANT SCIENCES - SCIE","588","1.3","Q3","0.33","95.06"%," 170/239 ","1.4","Q3","1.3","0.3",
"PHYTOCOENOLOGIA","PHYTOCOENOLOGIA","0340-269X","2363-7153","PLANT SCIENCES - SCIE","583","1","Q4","0.34","0"%," 190/239 ","1.6","Q3","1","0.2",
"CRYPTOGAMIE ALGOLOGIE","CRYPTOGAMIE ALGOL","0181-1568","1776-0984","PLANT SCIENCES - SCIE","579","1.3","Q3","0.39","0"%," 170/239 ","1.5","Q3","1.2","0.6",
"BANGLADESH JOURNAL OF BOTANY","BANGL J BOT","0253-5416","2079-9926","PLANT SCIENCES - SCIE","579","0.3","Q4","0.08","65.86"%," 234/239 ","0.4","Q4","0.3","0.1",
"Plant Ecology and Evolution","PLANT ECOL EVOL","2032-3913","2032-3921","PLANT SCIENCES - SCIE","576","1.1","Q4","0.34","100"%," 182/239 ","1.3","Q3","1","0.2",
"Fottea","FOTTEA","1802-5439","N/A","PLANT SCIENCES - SCIE","572","2.2","Q2","0.6","98.36"%," 114/239 ","2.3","Q2","2","0.9",
"Alpine Botany","ALPINE BOT","1664-2201","1664-221X","PLANT SCIENCES - SCIE","550","2.7","Q2","0.74","40.32"%," 92/239 ","3.1","Q2","2.2","0.3",
"AMERICAN FERN JOURNAL","AM FERN J","0002-8444","1938-422X","PLANT SCIENCES - SCIE","547","0.8","Q4","0.22","0"%," 207/239 ","1.3","Q3","0.8","0.5",
"BOTHALIA","BOTHALIA","0006-8241","2311-9284","PLANT SCIENCES - SCIE","527","0.6","Q4","0.33","88.57"%," 220/239 ","1.3","Q3","0.6","N/A",
"JOURNAL OF AQUATIC PLANT MANAGEMENT","J AQUAT PLANT MANAGE","0146-6623","0146-6623","PLANT SCIENCES - SCIE","521","1.1","Q4","0.21","0"%," 182/239 ","1","Q4","1","0.1",
"Boletin de la Sociedad Argentina de Botanica","B SOC ARGENT BOT","1851-2372","1851-2372","PLANT SCIENCES - SCIE","490","0.6","Q4","0.12","95.69"%," 220/239 ","0.6","Q4","0.4","0.2",
"ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA","ACTA BIOL CRACOV BOT","0001-5296","1898-0295","PLANT SCIENCES - SCIE","486","1.3","Q3","0.29","100"%," 170/239 ","0.8","Q4","1.3","<0.1",
"Czech Journal of Genetics and Plant Breeding","CZECH J GENET PLANT","1212-1975","1805-9325","PLANT SCIENCES - SCIE","481","0.9","Q4","0.33","100"%," 198/239 ","1.2","Q4","0.9","0.4",
"ACTA BIOLOGICA COLOMBIANA","ACTA BIOL COLOMB","0120-548X","1900-1649","PLANT SCIENCES - SCIE","420","0.6","Q4","0.19","98.04"%," 220/239 ","0.6","Q4","0.6","0.1",
"Botany Letters","BOT LETT","2381-8107","2381-8115","PLANT SCIENCES - SCIE","418","1.5","Q3","0.44","5.06"%," 154/239 ","1.5","Q3","1.4","0.4",
"Phytopathology Research","PHYTOPATHOL RES","2096-5362","2524-4167","PLANT SCIENCES - SCIE","413","3.4","Q2","0.75","100"%," 69/239 ","4.2","Q1","3.2","0.4",
"CALDASIA","CALDASIA","0366-5232","2357-3759","PLANT SCIENCES - SCIE","413","0.6","Q4","0.23","96.43"%," 220/239 ","0.6","Q4","0.5","0.2",
"Comparative Cytogenetics","COMP CYTOGENET","1993-0771","1993-078X","PLANT SCIENCES - SCIE","410","1","Q4","0.38","93.67"%," 190/239 ","1","Q4","1","0.4",
"HERZOGIA","HERZOGIA","0018-0971","N/A","PLANT SCIENCES - SCIE","404","0.7","Q4","0.18","0"%," 216/239 ","0.8","Q4","0.3","0.2",
"CASTANEA","CASTANEA","0008-7475","1938-4386","PLANT SCIENCES - SCIE","381","0.4","Q4","0.08","0"%," 230/239 ","0.5","Q4","0.3","<0.1",
"RHODORA","RHODORA","0035-4902","1938-3401","PLANT SCIENCES - SCIE","380","0.2","Q4","0.09","0"%," 237/239 ","0.3","Q4","0.2","0.2",
"CANDOLLEA","CANDOLLEA","0373-2967","N/A","PLANT SCIENCES - SCIE","351","0.6","Q4","0.17","0"%," 220/239 ","0.5","Q4","0.4","0.2",
"GAYANA BOTANICA","GAYANA BOT","0016-5301","0717-6643","PLANT SCIENCES - SCIE","350","0.3","Q4","0.11","27.78"%," 234/239 ","1.1","Q4","0.3","<0.1",
"Bangladesh Journal of Plant Taxonomy","BANGL J PLANT TAXON","1028-2092","2224-7297","PLANT SCIENCES - SCIE","349","0.9","Q4","0.2","84"%," 198/239 ","0.9","Q4","0.5","0.2",
"ADANSONIA","ADANSONIA","1280-8571","1639-4798","PLANT SCIENCES - SCIE","344","0.8","Q4","0.2","98.57"%," 207/239 ","0.7","Q4","0.7","0.2",
"PHYTON-ANNALES REI BOTANICAE","PHYTON-ANN REI BOT A","0079-2047","N/A","PLANT SCIENCES - SCIE","343","0.5","Q4","0.11","0"%," 226/239 ","0.5","Q4","0.5","N/A",
"Bradleya","BRADLEYA","0265-086X","0265-086X","PLANT SCIENCES - SCIE","325","1.6","Q3","0.38","0"%," 149/239 ","1.2","Q4","1.2","0.3",
"CRYPTOGAMIE BRYOLOGIE","CRYPTOGAMIE BRYOL","1290-0796","1776-0992","PLANT SCIENCES - SCIE","305","0.8","Q4","0.27","0"%," 207/239 ","0.7","Q4","0.6","0.1",
"TUEXENIA","TUEXENIA","0722-494X","0722-494X","PLANT SCIENCES - SCIE","290","1.2","Q3","0.29","0"%," 175/239 ","1.2","Q4","0.9","0.5",
"TELOPEA","TELOPEA","0312-9764","2200-4025","PLANT SCIENCES - SCIE","265","0.7","Q4","0.2","98.61"%," 216/239 ","0.5","Q4","0.4","0.3",
"ANALES DEL JARDIN BOTANICO DE MADRID","AN JARDIN BOT MADRID","0211-1322","1988-3196","PLANT SCIENCES - SCIE","250","0.5","Q4","0.16","92.68"%," 226/239 ","0.5","Q4","0.5","0.1",
"Botanica Serbica","BOT SERB","1821-2158","1821-2638","PLANT SCIENCES - SCIE","233","0.8","Q4","0.19","100"%," 207/239 ","0.8","Q4","0.7","0.2",
"Acta Phytotaxonomica et Geobotanica","ACTA PHYTOTAX GEOBOT","1346-7565","2189-7042","PLANT SCIENCES - SCIE","233","0.5","Q4","0.14","0"%," 226/239 ","0.4","Q4","0.5","<0.1",
"Wulfenia","WULFENIA","1561-882X","1561-882X","PLANT SCIENCES - SCIE","187","0.4","Q4","0.13","0"%," 230/239 ","0.6","Q4","0.4","N/A",
"HASELTONIA","HASELTONIA","1070-0048","1938-2898","PLANT SCIENCES - SCIE","185","1.5","Q3","0.26","0"%," 154/239 ","1.2","Q4","1.4","<0.1",
"IHERINGIA SERIE BOTANICA","IHERINGIA SER BOT","N/A","2446-8231","PLANT SCIENCES - SCIE","155","0.4","Q4","0.07","100"%," 230/239 ","0.5","Q4","0.4","0.1",
"Annali di Botanica","ANN BOT-COENOL PLANT","0365-0812","2239-3129","PLANT SCIENCES - SCIE","149","1.3","Q3","0.34","0"%," 170/239 ","1","Q4","1.2","<0.1",
"PHYTOPROTECTION","PHYTOPROTECTION","0031-9511","1710-1603","PLANT SCIENCES - SCIE","135","0.2","Q4","0.1","0"%," 237/239 ","0.3","Q4","0.2","N/A",
"Mediterranean Botany","MEDITERR BOT","2603-9109","2603-9109","PLANT SCIENCES - SCIE","86","1","Q4","0.31","84.85"%," 190/239 ","0.9","Q4","0.9","0.4",
"Zeitschrift fur Arznei- & Gewurzpflanzen","Z ARZNEI- GEWURZPFLA","1431-9292","N/A","PLANT SCIENCES - SCIE","68","0.2","Q4","0.04","0"%," 237/239 ","0.3","Q4","0.2","<0.1",
"Gorteria","GORTERIA","0017-2294","0017-2294","PLANT SCIENCES - SCIE","63","0.4","Q4","0.07","0"%," 230/239 ","0.4","Q4","0.4","0.1",
"Advances in Weed Science","ADV WEED SCI","2675-9462","2675-9462","PLANT SCIENCES - SCIE","60","2.1","Q2","0.52","85.71"%," 117/239 ","2.1","Q2","1.2","0.3",

Copyright (c) 2023 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
