"Journal Data Filtered By:  Selected Categories: ZOOLOGY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index
"HELMINTHOLOGIA","HELMINTHOLOGIA","SCIENDO","0440-6605","1336-9083","ZOOLOGY","SCIE","780","1.2","Q2","0.41","100"%," 85/182 ","1.1","Q3","1.2","0.3",
"ACTA ICHTHYOLOGICA ET PISCATORIA","ACTA ICHTHYOL PISCAT","PENSOFT PUBLISHERS","0137-1592","1734-1515","ZOOLOGY","SCIE","779","1","Q3","0.48","100"%," 107/182 ","1.1","Q3","1","0.2",
"JOURNAL OF MEDICAL PRIMATOLOGY","J MED PRIMATOL","WILEY","0047-2565","1600-0684","ZOOLOGY","SCIE","768","0.5","Q4","0.27","16.13"%," 165/182 ","0.6","Q4","0.4","0.1",
"MALACOLOGIA","MALACOLOGIA","INST MALACOL","0076-2997","2168-9075","ZOOLOGY","SCIE","766","1","Q3","0.42","0"%," 107/182 ","1","Q3","1","N/A",
"HERPETOLOGICAL JOURNAL","HERPETOL J","BRITISH HERPETOL SOC","0268-0130","0268-0130","ZOOLOGY","SCIE","755","0.6","Q4","0.57","14.06"%," 154/182 ","1.1","Q3","0.5","0.3",
"ACTA ZOOLOGICA BULGARICA","ACTA ZOOL BULGAR","INST ZOOLOGY, BAS","0324-0770","N/A","ZOOLOGY","SCIE","722","0.5","Q4","0.23","0"%," 165/182 ","0.5","Q4","0.4","0.2",
"European Zoological Journal","EUR ZOOL J","TAYLOR & FRANCIS LTD","2475-0263","2475-0263","ZOOLOGY","SCIE","715","1.4","Q2","0.88","98.73"%," 69/182 ","1.6","Q2","1.3","0.5",
"WILDLIFE MONOGRAPHS","WILDLIFE MONOGR","WILEY","0084-0173","1938-5455","ZOOLOGY","SCIE","710","3.8","Q1","1.76","33.33"%," 6/182 ","4.1","Q1","3.8","0.5",
"IHERINGIA SERIE ZOOLOGIA","IHERINGIA SER ZOOL","FUNDACAO ZOOBOTANICA RIO GRANDE SUL, MUSEU CIENCIAS NATURAIS","0073-4721","1678-4766","ZOOLOGY","SCIE","702","0.7","Q4","0.28","96"%," 149/182 ","0.7","Q4","0.7","0.1",
"ZOOLOGY IN THE MIDDLE EAST","ZOOL MIDDLE EAST","TAYLOR & FRANCIS LTD","0939-7140","2326-2680","ZOOLOGY","SCIE","674","0.6","Q4","0.33","2.44"%," 154/182 ","0.7","Q4","0.5","0.1",
"Vertebrate Zoology","VERTEBR ZOOL","STAATLICHES MUSEUM TIERKUNDE DRESDEN","1864-5755","N/A","ZOOLOGY","SCIE","667","2.3","Q1","1.5","98.43"%," 17/182 ","2.2","Q1","2.1","1",
"ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE","ACTA ZOOL ACAD SCI H","HUNGARIAN NATURAL HISTORY MUSEUM","1217-8837","N/A","ZOOLOGY","SCIE","655","0.8","Q3","0.41","100"%," 131/182 ","0.7","Q4","0.8","N/A",
"SALAMANDRA","SALAMANDRA","DEUTSCHE GESELLSCHAFT HERPETOLOGIE TERRARIENKUNDE E V","0036-3375","0036-3375","ZOOLOGY","SCIE","641","1.2","Q2","0.59","1.56"%," 85/182 ","1.6","Q2","1.1","0.5",
"ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS","ICHTHYOL EXPLOR FRES","VERLAG DR FRIEDRICH PFEIL","0936-9902","N/A","ZOOLOGY","SCIE","617","0.8","Q3","0.84","0"%," 131/182 ","0.8","Q4","0.8","N/A",
"AFRICAN ZOOLOGY","AFR ZOOL","TAYLOR & FRANCIS LTD","1562-7020","2224-073X","ZOOLOGY","SCIE","604","0.5","Q4","0.35","12.96"%," 165/182 ","0.9","Q3","0.5","0.3",
"BOLETIM DO INSTITUTO DE PESCA","BOL INST PESCA","INST PESCA","0046-9939","1678-2305","ZOOLOGY","SCIE","601","0.6","Q4","0.2","100"%," 154/182 ","0.7","Q4","0.5","0.1",
"CONTRIBUTIONS TO ZOOLOGY","CONTRIB ZOOL","BRILL","1383-4517","1875-9866","ZOOLOGY","SCIE","600","2.2","Q1","1.35","90.7"%," 20/182 ","2.4","Q1","2.1","1.9",
"RECORDS OF THE AUSTRALIAN MUSEUM","REC AUST MUS","AUSTRALIAN MUSEUM","0067-1975","0067-1975","ZOOLOGY","SCIE","589","0.8","Q3","0.53","100"%," 131/182 ","0.7","Q4","0.7","0.4",
"URSUS","URSUS","INT ASSOC BEAR RESEARCH & MANAGEMENT-IBA","1537-6176","1938-5439","ZOOLOGY","SCIE","547","0.8","Q3","0.38","5.66"%," 131/182 ","1.1","Q3","0.6","0.1",
"Zoological Letters","ZOOL LETT","BMC","2056-306X","2056-306X","ZOOLOGY","SCIE","544","2.1","Q1","1.33","100"%," 24/182 ","2.6","Q1","2","0.6",
"ACTA ETHOLOGICA","ACTA ETHOL","SPRINGER HEIDELBERG","0873-9749","1437-9546","ZOOLOGY","SCIE","527","1.3","Q2","0.54","24.19"%," 75/182 ","1.3","Q2","1.3","0.2",
"ZOOSYSTEMA","ZOOSYSTEMA","PUBLICATIONS SCIENTIFIQUES DU MUSEUM, PARIS","1280-9551","1638-9387","ZOOLOGY","SCIE","521","1.2","Q2","0.63","0"%," 85/182 ","1","Q3","1","0.3",
"South American Journal of Herpetology","S AM J HERPETOL","SOC BRASILEIRA HERPETOLOGIA","1808-9798","N/A","ZOOLOGY","SCIE","514","0.7","Q4","0.41","0"%," 149/182 ","1.1","Q3","0.7","0.1",
"North-Western Journal of Zoology","NORTH-WEST J ZOOL","UNIV ORADEA PUBL HOUSE","1584-9074","1842-6441","ZOOLOGY","SCIE","513","0.6","Q4","0.35","0"%," 154/182 ","0.9","Q3","0.6","<0.1",
"Integrative Organismal Biology","INTEGR ORGANISM BIOL","OXFORD UNIV PRESS","N/A","2517-4843","ZOOLOGY","SCIE","512","1.9","Q1","0.76","99.25"%," 35/182 ","2.3","Q1","1.8","0.3",
"ANIMAL BIOLOGY","ANIM BIOL","BRILL","1570-7555","1570-7563","ZOOLOGY","SCIE","512","0.9","Q3","0.6","1.15"%," 116/182 ","1.1","Q3","0.9","0.1",
"CALDASIA","CALDASIA","INST CIENCIAS NATURALES, MUSEO HISTORIA NATURAL","0366-5232","2357-3759","ZOOLOGY","SCIE","498","0.3","Q4","0.16","95.54"%," 177/182 ","0.5","Q4","0.3","0.2",
"RUSSIAN JOURNAL OF HERPETOLOGY","RUSS J HERPETOL","FOLIUM PUBL CO","1026-2296","1026-2296","ZOOLOGY","SCIE","495","0.9","Q3","0.59","0"%," 116/182 ","0.8","Q4","0.8","0.3",
"MAMMAL STUDY","MAMM STUDY","MAMMALOGICAL SOC JAPAN","1343-4152","1348-6160","ZOOLOGY","SCIE","494","0.8","Q3","0.48","0"%," 131/182 ","0.8","Q4","0.7","0.2",
"ANNALS OF CARNEGIE MUSEUM","ANN CARNEGIE MUS","CARNEGIE MUSEUM NATURAL HISTORY","0097-4463","1943-6300","ZOOLOGY","SCIE","489","0.9","Q3","0.37","0"%," 116/182 ","1.1","Q3","0.6","0.5",
"AMERICAN MALACOLOGICAL BULLETIN","AM MALACOL BULL","AMER MALACOLOGICAL SOC, INC","0740-2783","2162-2698","ZOOLOGY","SCIE","475","0.3","Q4","0.12","0"%," 177/182 ","0.3","Q4","0.3","0.2",
"NEMATROPICA","NEMATROPICA","ORGANIZATION TROP AMER NEMATOLOGISTS","0099-5444","2220-5608","ZOOLOGY","SCIE","466","0.7","Q4","0.35","0"%," 149/182 ","0.6","Q4","0.6","0.1",
"Nauplius","NAUPLIUS","SOC BRASILEIRA CARCINOLOGIA","0104-6497","2358-2936","ZOOLOGY","SCIE","464","0.8","Q3","0.4","98.68"%," 131/182 ","0.9","Q3","0.8","0.3",
"ISJ-Invertebrate Survival Journal","ISJ-INVERT SURVIV J","INVERTEBRATE SURVIVAL JOURNAL","1824-307X","N/A","ZOOLOGY","SCIE","457","0.8","Q3","0.33","0"%," 131/182 ","0.9","Q3","0.6","0.2",
"Comparative Cytogenetics","COMP CYTOGENET","PENSOFT PUBLISHERS","1993-0771","1993-078X","ZOOLOGY","SCIE","450","0.9","Q3","0.34","93.88"%," 116/182 ","0.9","Q3","0.6","0.5",
"Zoosystematics and Evolution","ZOOSYST EVOL","PENSOFT PUBLISHERS","1860-0743","1860-0743","ZOOLOGY","SCIE","443","0.9","Q3","0.8","98.94"%," 116/182 ","1.2","Q3","0.8","0.5",
"Redia-Journal of Zoology","REDIA","CRA-RESEARCH CENTRE AGROBIOLOGY & PEDOLOGY","0370-4327","0370-4327","ZOOLOGY","SCIE","438","0.6","Q4","0.38","100"%," 154/182 ","0.5","Q4","0.6","N/A",
"ACTA BIOLOGICA COLOMBIANA","ACTA BIOL COLOMB","UNIV NAC COLOMBIA, FAC CIENCIAS, DEPT BIOL","0120-548X","1900-1649","ZOOLOGY","SCIE","434","0.4","Q4","0.17","93.83"%," 171/182 ","0.5","Q4","0.4","0.1",
"Asian Herpetological Research","ASIAN HERPETOL RES","SCIENCE PRESS","2095-0357","2095-0357","ZOOLOGY","SCIE","424","1.4","Q2","0.74","0"%," 69/182 ","1.3","Q2","1.2","0.3",
"BELGIAN JOURNAL OF ZOOLOGY","BELG J ZOOL","ROYAL BELGIAN ZOOLOGICAL SOC","0777-6276","2295-0451","ZOOLOGY","SCIE","412","1.1","Q3","0.66","96.55"%," 96/182 ","1.2","Q3","1","0.2",
"HERPETOZOA","HERPETOZOA","PENSOFT PUBLISHERS","1013-4425","1013-4425","ZOOLOGY","SCIE","409","0.9","Q3","0.5","98.23"%," 116/182 ","1.1","Q3","0.9","0.4",
"Comparative Parasitology","COMP PARASITOL","HELMINTHOLOGICAL SOC WASHINGTON","1525-2647","1938-2952","ZOOLOGY","SCIE","400","0.4","Q4","0.16","0"%," 171/182 ","0.4","Q4","0.4","0.1",
"MOLLUSCAN RESEARCH","MOLLUSCAN RES","TAYLOR & FRANCIS LTD","1323-5818","1448-6067","ZOOLOGY","SCIE","383","0.6","Q4","0.34","6.74"%," 154/182 ","0.8","Q4","0.5","0.1",
"NAUTILUS","NAUTILUS","BAILEY-MATTHEWS SHELL MUSEUM","0028-1344","0028-1344","ZOOLOGY","SCIE","362","1.1","Q3","0.13","0"%," 96/182 ","0.8","Q4","1.1","<0.1",
"HERPETOLOGICAL MONOGRAPHS","HERPETOL MONOGR","HERPETOLOGISTS LEAGUE","0733-1347","1938-5137","ZOOLOGY","SCIE","356","1","Q3","0.59","0"%," 107/182 ","2.1","Q1","1","0.3",
"Acta Herpetologica","ACTA HERPETOL","FIRENZE UNIV PRESS","1827-9635","1827-9643","ZOOLOGY","SCIE","347","0.9","Q3","0.43","100"%," 116/182 ","0.9","Q3","0.9","0.1",
"TROPICAL ZOOLOGY","TROP ZOOL","PAGEPRESS PUBL","0394-6975","1970-9528","ZOOLOGY","SCIE","332","0.4","Q4","0.3","100"%," 171/182 ","0.7","Q4","0.4","<0.1",
"Subterranean Biology","SUBTERR BIOL","INT SOC SUBTERRANEAN BIOL","1768-1448","1314-2615","ZOOLOGY","SCIE","319","1.3","Q2","0.6","98.57"%," 75/182 ","1.1","Q3","1.1","0.6",
"Ichthyology and Herpetology","ICHTHYOL HERPETOL","AMER SOC ICHTHYOLOGISTS & HERPETOLOGISTS","2766-1512","2766-1520","ZOOLOGY","SCIE","318","1.5","Q2","0.83","11.11"%," 60/182 ","1.7","Q2","1.5","0.1",
"BMC Zoology","BMC ZOOL","BMC","N/A","2056-3132","ZOOLOGY","SCIE","317","1.7","Q2","0.86","100"%," 48/182 ","1.6","Q2","1.7","0.4",
"SPIXIANA","SPIXIANA","VERLAG DR FRIEDRICH PFEIL","0341-8391","N/A","ZOOLOGY","SCIE","313","0.3","Q4","0.15","0"%," 177/182 ","0.3","Q4","0.3","0.4",
"Journal of Zoo and Aquarium Research","J ZOO AQUAR RES","EUROPEAN ASSOC ZOOS & AQUARIA - EAZA","2214-7594","2214-7594","ZOOLOGY","ESCI","306","0.9","Q3","0.48","0"%," 116/182 ","1.2","Q3","0.8","0.1",
"JOURNAL OF CONCHOLOGY","J CONCHOL","CONCHOLOGICAL SOC GREAT BRITAIN & IRELAND","0022-0019","N/A","ZOOLOGY","SCIE","292","0.6","Q4","0.24","3.45"%," 154/182 ","0.5","Q4","0.4","0.4",
"GAYANA","GAYANA","EDICIONES UNIV, CONCEPCION","0717-652X","0717-6538","ZOOLOGY","SCIE","292","0.4","Q4","0.15","68.33"%," 171/182 ","0.6","Q4","0.3","0.2",
"AFRICAN INVERTEBRATES","AFR INVERTEBR","COUNCIL NATAL MUSEUM","1681-5556","2305-2562","ZOOLOGY","SCIE","285","1.1","Q3","0.45","100"%," 96/182 ","0.7","Q4","0.6","0.1",
"AMPHIBIAN & REPTILE CONSERVATION","AMPHIB REPTILE CONSE","AMPHIBIAN CONSERVATION RESEARCH CENTER & LAB","1083-446X","1525-9153","ZOOLOGY","SCIE","284","1.3","Q2","0.57","0"%," 75/182 ","1","Q3","1.3","<0.1",
"PHYLLOMEDUSA","PHYLLOMEDUSA","UNIV SAO PAULO, ESALQ","1519-1397","2316-9079","ZOOLOGY","SCIE","274","0.6","Q4","0.34","98.41"%," 154/182 ","0.9","Q3","0.5","0.2",
"Journal of Vertebrate Biology","J VERTEBR BIOL","INST VERTEBRATE BIOLOGY AS CR","2694-7684","2694-7684","ZOOLOGY","SCIE","262","1.5","Q2","0.78","97.17"%," 60/182 ","1.7","Q2","1.4","0.3",
"Neotropical Biology and Conservation","NEOTROP BIOL CONSERV","PENSOFT PUBLISHERS","N/A","2236-3777","ZOOLOGY","ESCI","246","0.8","Q3","0.24","100"%," 131/182 ","N/A","N/A","0.7","0.1",
"FRAGMENTA ENTOMOLOGICA","FRAGM ENTOMOL","UNIV DEGLI STUDI DI ROMA LA SAPIENZA","0429-288X","2284-4880","ZOOLOGY","ESCI","228","0.5","Q4","0.28","0"%," 165/182 ","0.5","Q4","0.5","<0.1",
"CURRENT HERPETOLOGY","CURR HERPETOL","HERPETOLOGICAL SOC JAPAN, KYOTO UNIV, GRADUATE SCH SCIE","1345-5834","1881-1019","ZOOLOGY","SCIE","223","0.7","Q4","0.45","0"%," 149/182 ","0.7","Q4","0.7","0.1",
"PACHYDERM","PACHYDERM","IUCN-SSC ASIAN ELEPHANT SPECIALIST GROUP","1026-2881","N/A","ZOOLOGY","SCIE","217","1.3","Q2","0.06","0"%," 75/182 ","0.8","Q4","1.3","N/A",
"RUSSIAN JOURNAL OF NEMATOLOGY","RUSS J NEMATOL","RUSSIAN ACAD SCI, INST PARASITOLOGY","0869-6918","0869-6918","ZOOLOGY","SCIE","207","0.3","Q4","0.3","0"%," 177/182 ","0.5","Q4","0.3","0.6",
"AFRICAN JOURNAL OF HERPETOLOGY","AFR J HERPETOL","TAYLOR & FRANCIS LTD","2156-4574","2153-3660","ZOOLOGY","SCIE","163","0.9","Q3","0.52","20.45"%," 116/182 ","0.9","Q3","0.8","0.3",
"RUSSIAN JOURNAL OF THERIOLOGY","RUSS J THERIOL","KMK SCIENTIFIC PRESS LTD, MOSCOW STATE UNIV","1682-3559","N/A","ZOOLOGY","SCIE","162","0.6","Q4","0.33","75.44"%," 154/182 ","0.6","Q4","0.6","0.1",
"African Journal of Wildlife Research","AFR J WILDL RES","SOUTHERN AFRICAN WILDLIFE MANAGEMENT ASSOC","2410-7220","2410-8200","ZOOLOGY","SCIE","148","1","Q3","0.31","3.7"%," 107/182 ","0.9","Q3","1","N/A",
"TAXONOMY","TAXONOMY-BASEL","MDPI","N/A","2673-6500","ZOOLOGY","ESCI","140","1.5","Q2","0.7","100"%," 60/182 ","1.4","Q2","1.3","0.3",
"NOVITATES CARIBAEA","NOVIT CARIBAEA","MUSEO NACIONAL HISTORIA NATURAL-SANTO DOMINGO","2071-9841","2079-0139","ZOOLOGY","ESCI","59","0.3","Q4","0.1","100"%," 177/182 ","0.3","Q4","0.2","0.3",
"California Fish and Wildlife Journal","CALIF FISH WILDL J","CALIFORNIA DEPT FISH WILDLIFE","2689-419X","2689-4203","ZOOLOGY","SCIE","47","0.4","Q4","0.27","93.33"%," 171/182 ","N/A","N/A","0.3","0.1",
"Animal Taxonomy and Ecology","ANIM TAXON ECOL","AKADEMIAI KIADO ZRT","3004-300X","3004-3018","ZOOLOGY","SCIE","6","N/A","N/A","N/A","91.3"%," N/A ","N/A","N/A","N/A","0.3",

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
